Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,From,Task
PrNoA3InBl,Printer Nospe A3 Inkjet Black,Printer,Nospe,A3,Inkjet,Black,16*1*1,16,AU66H,Laura,Receive,Put away
LaPH1716Bl,"Laptop PH 17"" 16GB RAM Black",Laptop,PH,"17""",16GB RAM,Black,16*1*1,16,CJ95F,Emily,Receive,Put away
NoExA3liBl,Notebook Excercise A3 line Black,Notebook,Excercise,A3,line,Black,48*10*5,2400,BX85E,Jane,Receive,Put away
DrQE12SlGr,Drawer QEKI 1200 Sliding Grey,Drawer,QEKI,1200,Sliding,Grey,8*1*1,8,BS04F,John,Receive,Put away
TVYn504KBl,"TV Ynos 50"" 4K Black",TV,Ynos,"50""",4K,Black,8*1*1,8,BK16F,Emily,Receive,Put away
AlRe1516Si,"All-in-one Rezar 15"" 16GB RAM Silver",All-in-one,Rezar,"15""",16GB RAM,Silver,16*1*1,16,DJ62G,Emily,Receive,Put away
TVGL65SFWh,"TV GL 65"" SFHD White",TV,GL,"65""",SFHD,White,8*1*1,8,AJ68A,John,Receive,Put away
CaQE12LoGr,Cabinet QEKI 1200 Locker Grey,Cabinet,QEKI,1200,Locker,Grey,8*1*1,8,DU49B,Sarah,Receive,Put away
AlPH17i7Bl,"All-in-one PH 17"" i7 Black",All-in-one,PH,"17""",i7,Black,16*1*1,16,CX69D,Amy,Receive,Put away
CaQE18DoWh,Cabinet QEKI 1800 Door White,Cabinet,QEKI,1800,Door,White,8*1*1,8,CH58B,David,Receive,Put away
LaOv1532Wh,"Laptop Ovonel 15"" 32GB RAM White",Laptop,Ovonel,"15""",32GB RAM,White,16*1*1,16,AZ59C,Laura,Receive,Put away
TaCI10WoWh,Table CITSATNAF 1000 Workstation White,Table,CITSATNAF,1000,Workstation,White,8*1*1,8,DM26A,Sarah,Receive,Put away
DrQE18DoBe,Drawer QEKI 1800 Door Beige,Drawer,QEKI,1800,Door,Beige,8*1*1,8,CR02E,Alex,Receive,Put away
OfAELErGr,Office Chair AEKI L Ergonomic Grey,Office Chair,AEKI,L,Ergonomic,Grey,16*1*1,16,CY44G,Alex,Receive,Put away
CaTE12DoBe,Cabinet TEWOL 1200 Door Beige,Cabinet,TEWOL,1200,Door,Beige,8*1*1,8,CS19D,Amy,Receive,Put away
GaXEMErGr,Gaming Chair XENO M Ergonomic Grey,Gaming Chair,XENO,M,Ergonomic,Grey,16*1*1,16,CZ06C,Alex,Receive,Put away
GaAEMLeWh,Gaming Chair AEKI M Leather White,Gaming Chair,AEKI,M,Leather,White,16*1*1,16,DT37F,John,Receive,Put away
KeHc45BlNa,Keyboard Hcetigol 450 Bluetooth Navi,Keyboard,Hcetigol,450,Bluetooth,Navi,16*10*1,160,AM62E,Emily,Receive,Put away
PeRe50HeGr,Pencil Reldeats 50 Hexagonal Grey,Pencil,Reldeats,50,Hexagonal,Grey,48*10*5,2400,CF49F,Jane,Receive,Put away
GaOGSLePi,Gaming Chair OGAP S Leather Pink,Gaming Chair,OGAP,S,Leather,Pink,16*1*1,16,BY82H,Laura,Receive,Put away
CaRG12LoGr,Cabinet RGAP 1200 Locker Grey,Cabinet,RGAP,1200,Locker,Grey,8*1*1,8,AG55C,Mike,Receive,Put away
CaWE18DoBe,Cabinet WENO 1800 Door Beige,Cabinet,WENO,1800,Door,Beige,8*1*1,8,AQ84B,David,Receive,Put away
TVEs32FHSi,"TV Esnesih 32"" FHD Silver",TV,Esnesih,"32""",FHD,Silver,8*1*1,8,DJ36F,Jane,Receive,Put away
AlSu1732Bl,"All-in-one Susa 17"" 32GB RAM Black",All-in-one,Susa,"17""",32GB RAM,Black,16*1*1,16,AK56H,Amy,Receive,Put away
LaPH158GWh,"Laptop PH 15"" 8GB RAM White",Laptop,PH,"15""",8GB RAM,White,16*1*1,16,BG35G,Mike,Receive,Put away
TaCI18WoSi,Table CITSATNAF 1800 Workstation Silver,Table,CITSATNAF,1800,Workstation,Silver,8*1*1,8,DK53C,Jane,Receive,Put away
PrPHA2LaMi,Printer PH A2 Laser Mix,Printer,PH,A2,Laser,Mix,16*1*1,16,AV18G,Laura,Receive,Put away
LaPH1432Wh,"Laptop PH 14"" 32GB RAM White",Laptop,PH,"14""",32GB RAM,White,16*1*1,16,AO28C,Amy,Receive,Put away
TaCI10WoSi,Table CITSATNAF 1000 Workstation Silver,Table,CITSATNAF,1000,Workstation,Silver,8*1*1,8,CH90C,Emily,Receive,Put away
GaOGLHeGr,Gaming Chair OGAP L Head pillow Grey,Gaming Chair,OGAP,L,Head pillow,Grey,16*1*1,16,AI54G,Alex,Receive,Put away
DrTE12DoWh,Drawer TEWOL 1200 Door White,Drawer,TEWOL,1200,Door,White,8*1*1,8,DP88B,John,Receive,Put away
TaTR18AuBl,Table TRAMK 1800 Auto Adjustable Black,Table,TRAMK,1800,Auto Adjustable,Black,8*1*1,8,CX36E,Amy,Receive,Put away
AlPH158GSi,"All-in-one PH 15"" 8GB RAM Silver",All-in-one,PH,"15""",8GB RAM,Silver,16*1*1,16,CH12G,Chris,Receive,Put away
TVGn75SFBl,"TV Gnusmag 75"" SFHD Black",TV,Gnusmag,"75""",SFHD,Black,8*1*1,8,DM90G,Amy,Receive,Put away
OfXESErGr,Office Chair XENO S Ergonomic Grey,Office Chair,XENO,S,Ergonomic,Grey,16*1*1,16,AO29B,Emily,Receive,Put away
PrSoA4InMi,Printer Sonac A4 Inkjet Mix,Printer,Sonac,A4,Inkjet,Mix,16*1*1,16,DL40A,Jane,Receive,Put away
TVEs65FHSi,"TV Esnesih 65"" FHD Silver",TV,Esnesih,"65""",FHD,Silver,8*1*1,8,AG71G,Mike,Receive,Put away
CaRG18FiBe,Cabinet RGAP 1800 Filing Beige,Cabinet,RGAP,1800,Filing,Beige,8*1*1,8,DW48F,Amy,Receive,Put away
CaQE18FiBe,Cabinet QEKI 1800 Filing Beige,Cabinet,QEKI,1800,Filing,Beige,8*1*1,8,DS53F,Chris,Receive,Put away
CuTE18LoWh,Cupboard TEWOL 1800 Locker White,Cupboard,TEWOL,1800,Locker,White,8*1*1,8,BG65A,Laura,Receive,Put away
AlRe1416Gr,"All-in-one Rezar 14"" 16GB RAM Grey",All-in-one,Rezar,"14""",16GB RAM,Grey,16*1*1,16,CI16H,Emily,Receive,Put away
CuRG18DoWh,Cupboard RGAP 1800 Door White,Cupboard,RGAP,1800,Door,White,8*1*1,8,BQ17E,Jane,Receive,Put away
LaPH1732Gr,"Laptop PH 17"" 32GB RAM Grey",Laptop,PH,"17""",32GB RAM,Grey,16*1*1,16,AK36C,Jane,Receive,Put away
DrRG12DoBe,Drawer RGAP 1200 Door Beige,Drawer,RGAP,1200,Door,Beige,8*1*1,8,DN09D,Chris,Receive,Put away
AlRe14i5Gr,"All-in-one Rezar 14"" i5 Grey",All-in-one,Rezar,"14""",i5,Grey,16*1*1,16,DY96H,Laura,Receive,Put away
NoGrA3ruSi,Notebook Graph A3 ruled Silver,Notebook,Graph,A3,ruled,Silver,48*10*5,2400,CL90B,Emily,Receive,Put away
LaOv15i7Wh,"Laptop Ovonel 15"" i7 White",Laptop,Ovonel,"15""",i7,White,16*1*1,16,AO25H,Chris,Receive,Put away
AlRe178GWh,"All-in-one Rezar 17"" 8GB RAM White",All-in-one,Rezar,"17""",8GB RAM,White,16*1*1,16,BU78G,Chris,Receive,Put away
GaOGLAdGr,Gaming Chair OGAP L Adjustable Grey,Gaming Chair,OGAP,L,Adjustable,Grey,16*1*1,16,CK84C,David,Receive,Put away
LaOv148GWh,"Laptop Ovonel 14"" 8GB RAM White",Laptop,Ovonel,"14""",8GB RAM,White,16*1*1,16,AK63G,John,Receive,Put away
AlYn1416Bl,"All-in-one Ynos 14"" 16GB RAM Black",All-in-one,Ynos,"14""",16GB RAM,Black,16*1*1,16,AQ38H,Alex,Receive,Put away
LaSu178GBl,"Laptop Susa 17"" 8GB RAM Black",Laptop,Susa,"17""",8GB RAM,Black,16*1*1,16,AM53G,Amy,Receive,Put away
GaXESAdBl,Gaming Chair XENO S Adjustable Black,Gaming Chair,XENO,S,Adjustable,Black,16*1*1,16,CU83F,John,Receive,Put away
PrReA3InWh,Printer Rehtorb A3 Inkjet White,Printer,Rehtorb,A3,Inkjet,White,16*1*1,16,AP48A,David,Receive,Put away
GaSEMLePi,Gaming Chair SEWOL M Leather Pink,Gaming Chair,SEWOL,M,Leather,Pink,16*1*1,16,CQ94B,Sarah,Receive,Put away
CuTE18LoWh,Cupboard TEWOL 1800 Locker White,Cupboard,TEWOL,1800,Locker,White,8*1*1,8,BK59D,Amy,Receive,Put away
CaWE90FiBl,Cabinet WENO 900 Filing Black,Cabinet,WENO,900,Filing,Black,8*1*1,8,BR62A,Mike,Receive,Put away
OfAESHePi,Office Chair AEKI S Head pillow Pink,Office Chair,AEKI,S,Head pillow,Pink,16*1*1,16,BH70B,Sarah,Receive,Put away
NoGrA3liBl,Notebook Graph A3 line Black,Notebook,Graph,A3,line,Black,48*10*5,2400,DF69H,Amy,Receive,Put away
PrPHA3InMi,Printer PH A3 Inkjet Mix,Printer,PH,A3,Inkjet,Mix,16*1*1,16,DM97A,David,Receive,Put away
PeRe24WaGr,Pencil Reldeats 24 Watercolour Grey,Pencil,Reldeats,24,Watercolour,Grey,48*10*5,2400,AL80F,John,Receive,Put away
LaSu15i7Gr,"Laptop Susa 15"" i7 Grey",Laptop,Susa,"15""",i7,Grey,16*1*1,16,AF75C,Laura,Receive,Put away
TVYn75SFSi,"TV Ynos 75"" SFHD Silver",TV,Ynos,"75""",SFHD,Silver,8*1*1,8,DF78E,Mike,Receive,Put away
NoMuA5liBl,Notebook Music A5 line Black,Notebook,Music,A5,line,Black,48*10*5,2400,BX80D,Alex,Receive,Put away
TVEs65S4Gr,"TV Esnesih 65"" S4K Grey",TV,Esnesih,"65""",S4K,Grey,8*1*1,8,CK68F,Alex,Receive,Put away
LaSu1516Bl,"Laptop Susa 15"" 16GB RAM Black",Laptop,Susa,"15""",16GB RAM,Black,16*1*1,16,BH89G,Mike,Receive,Put away
PrReA3WiBl,Printer Rehtorb A3 Wifi Black,Printer,Rehtorb,A3,Wifi,Black,16*1*1,16,CJ06A,Sarah,Receive,Put away
PrNoA2LaWh,Printer Nospe A2 Laser White,Printer,Nospe,A2,Laser,White,16*1*1,16,BU24C,Sarah,Receive,Put away
OfSEMErBl,Office Chair SEWOL M Ergonomic Black,Office Chair,SEWOL,M,Ergonomic,Black,16*1*1,16,DZ84H,Emily,Receive,Put away
DrQE90LoGr,Drawer QEKI 900 Locker Grey,Drawer,QEKI,900,Locker,Grey,8*1*1,8,DQ18B,David,Receive,Put away
MoSu35MeWh,Mouse Susa 350 Mechanical White,Mouse,Susa,350,Mechanical,White,16*10*1,160,AT17D,Jane,Receive,Put away
TVEs75FHBl,"TV Esnesih 75"" FHD Black",TV,Esnesih,"75""",FHD,Black,8*1*1,8,AI06C,John,Receive,Put away
PeRe24WaPi,Pencil Reldeats 24 Watercolour Pink,Pencil,Reldeats,24,Watercolour,Pink,48*10*5,2400,DL44H,Alex,Receive,Put away
TVGn50FHBl,"TV Gnusmag 50"" FHD Black",TV,Gnusmag,"50""",FHD,Black,8*1*1,8,DU87E,Sarah,Receive,Put away
GaXELErPi,Gaming Chair XENO L Ergonomic Pink,Gaming Chair,XENO,L,Ergonomic,Pink,16*1*1,16,DL46D,Mike,Receive,Put away
CuRG12FiBe,Cupboard RGAP 1200 Filing Beige,Cupboard,RGAP,1200,Filing,Beige,8*1*1,8,DV75D,Amy,Receive,Put away
MoPH45ErWh,Mouse PH 450 Ergonomic White,Mouse,PH,450,Ergonomic,White,16*10*1,160,CH16A,Alex,Receive,Put away
TVGL504KBl,"TV GL 50"" 4K Black",TV,GL,"50""",4K,Black,8*1*1,8,BV15G,John,Receive,Put away
AlYn1416Wh,"All-in-one Ynos 14"" 16GB RAM White",All-in-one,Ynos,"14""",16GB RAM,White,16*1*1,16,AG92C,Laura,Receive,Put away
AlPH1416Wh,"All-in-one PH 14"" 16GB RAM White",All-in-one,PH,"14""",16GB RAM,White,16*1*1,16,BY91D,Alex,Receive,Put away
LaRe1416Bl,"Laptop Rezar 14"" 16GB RAM Black",Laptop,Rezar,"14""",16GB RAM,Black,16*1*1,16,AV01G,Chris,Receive,Put away
CaRG18SlWh,Cabinet RGAP 1800 Sliding White,Cabinet,RGAP,1800,Sliding,White,8*1*1,8,BM14B,Mike,Receive,Put away
NoMuA4liSi,Notebook Music A4 line Silver,Notebook,Music,A4,line,Silver,48*10*5,2400,DY84G,John,Receive,Put away
PrSoA2AlBl,Printer Sonac A2 All-in-one Black,Printer,Sonac,A2,All-in-one,Black,16*1*1,16,CH87F,Chris,Receive,Put away
DrQE18DoWh,Drawer QEKI 1800 Door White,Drawer,QEKI,1800,Door,White,8*1*1,8,DK42A,David,Receive,Put away
CaTE12LoWh,Cabinet TEWOL 1200 Locker White,Cabinet,TEWOL,1200,Locker,White,8*1*1,8,AP66C,Chris,Receive,Put away
LaRe1716Bl,"Laptop Rezar 17"" 16GB RAM Black",Laptop,Rezar,"17""",16GB RAM,Black,16*1*1,16,CV18D,Sarah,Receive,Put away
GaXESHeGr,Gaming Chair XENO S Head pillow Grey,Gaming Chair,XENO,S,Head pillow,Grey,16*1*1,16,DR94F,Mike,Receive,Put away
CuQE12DoBl,Cupboard QEKI 1200 Door Black,Cupboard,QEKI,1200,Door,Black,8*1*1,8,BG83H,Emily,Receive,Put away
SPGi12HeWh,SPen Gib 12 Hexagonal White,SPen,Gib,12,Hexagonal,White,48*10*5,2400,AM16F,Amy,Receive,Put away
OfXELHeBl,Office Chair XENO L Head pillow Black,Office Chair,XENO,L,Head pillow,Black,16*1*1,16,DU45A,Emily,Receive,Put away
TVEs50FHBl,"TV Esnesih 50"" FHD Black",TV,Esnesih,"50""",FHD,Black,8*1*1,8,DJ48F,Mike,Receive,Put away
MoSu45BlBl,Mouse Susa 450 Bluetooth Black,Mouse,Susa,450,Bluetooth,Black,16*10*1,160,DN85D,Laura,Receive,Put away
TVGn424KGr,"TV Gnusmag 42"" 4K Grey",TV,Gnusmag,"42""",4K,Grey,8*1*1,8,DJ40B,Laura,Receive,Put away
NoExA4doSi,Notebook Excercise A4 dot Silver,Notebook,Excercise,A4,dot,Silver,48*10*5,2400,BJ69F,Alex,Receive,Put away
AlYn15i7Gr,"All-in-one Ynos 15"" i7 Grey",All-in-one,Ynos,"15""",i7,Grey,16*1*1,16,DK71A,Mike,Receive,Put away
CaQE12FiWh,Cabinet QEKI 1200 Filing White,Cabinet,QEKI,1200,Filing,White,8*1*1,8,AI72C,Emily,Receive,Put away
CuQE90DoBe,Cupboard QEKI 900 Door Beige,Cupboard,QEKI,900,Door,Beige,8*1*1,8,AR43E,Emily,Receive,Put away
KeRe35ErBl,Keyboard Rerar 350 Ergonomic Black,Keyboard,Rerar,350,Ergonomic,Black,16*10*1,160,BP62B,Emily,Receive,Put away
AlYn1432Gr,"All-in-one Ynos 14"" 32GB RAM Grey",All-in-one,Ynos,"14""",32GB RAM,Grey,16*1*1,16,CF90E,Amy,Receive,Put away
GaOGSLeWh,Gaming Chair OGAP S Leather White,Gaming Chair,OGAP,S,Leather,White,16*1*1,16,DJ48C,Mike,Receive,Put away
SPAl50WaPi,SPen Aloyarc 50 Watercolour Pink,SPen,Aloyarc,50,Watercolour,Pink,48*10*5,2400,CJ40E,Sarah,Receive,Put away
AlOv1532Wh,"All-in-one Ovonel 15"" 32GB RAM White",All-in-one,Ovonel,"15""",32GB RAM,White,16*1*1,16,AJ07D,Alex,Receive,Put away
PeNa50WaBl,Pencil Nalin 50 Watercolour Black,Pencil,Nalin,50,Watercolour,Black,48*10*5,2400,CP50B,Jane,Receive,Put away
OfSELErPi,Office Chair SEWOL L Ergonomic Pink,Office Chair,SEWOL,L,Ergonomic,Pink,16*1*1,16,DO25B,Laura,Receive,Put away
DrTE12SlWh,Drawer TEWOL 1200 Sliding White,Drawer,TEWOL,1200,Sliding,White,8*1*1,8,AS49C,Mike,Receive,Put away
TVGn32S4Bl,"TV Gnusmag 32"" S4K Black",TV,Gnusmag,"32""",S4K,Black,8*1*1,8,DF34G,Emily,Receive,Put away
GaXELLeBl,Gaming Chair XENO L Leather Black,Gaming Chair,XENO,L,Leather,Black,16*1*1,16,CW15G,Chris,Receive,Put away
TVGn324KGr,"TV Gnusmag 32"" 4K Grey",TV,Gnusmag,"32""",4K,Grey,8*1*1,8,CK53B,Amy,Receive,Put away
TaCI10FrBl,Table CITSATNAF 1000 Frame Black,Table,CITSATNAF,1000,Frame,Black,8*1*1,8,CY50F,Sarah,Receive,Put away
TVGL50S4Bl,"TV GL 50"" S4K Black",TV,GL,"50""",S4K,Black,8*1*1,8,DJ61C,Jane,Receive,Put away
SPRe50SoPi,SPen Reldeats 50 Soluble Pink,SPen,Reldeats,50,Soluble,Pink,48*10*5,2400,CR62H,David,Receive,Put away
SPAl12WaWh,SPen Aloyarc 12 Watercolour White,SPen,Aloyarc,12,Watercolour,White,48*10*5,2400,AZ87F,Emily,Receive,Put away
CaTE12LoWh,Cabinet TEWOL 1200 Locker White,Cabinet,TEWOL,1200,Locker,White,8*1*1,8,DP67H,Mike,Receive,Put away
CaQE18DoBe,Cabinet QEKI 1800 Door Beige,Cabinet,QEKI,1800,Door,Beige,8*1*1,8,AG78B,David,Receive,Put away
LaSu15i7Bl,"Laptop Susa 15"" i7 Black",Laptop,Susa,"15""",i7,Black,16*1*1,16,CS49F,Chris,Receive,Put away
MoHc45WiBl,Mouse Hcetigol 450 Wireled Black,Mouse,Hcetigol,450,Wireled,Black,16*10*1,160,BU47F,Jane,Receive,Put away
KeSu27ErWh,Keyboard Susa 270 Ergonomic White,Keyboard,Susa,270,Ergonomic,White,16*10*1,160,AF43C,Chris,Receive,Put away
KeSu35MeBl,Keyboard Susa 350 Mechanical Black,Keyboard,Susa,350,Mechanical,Black,16*10*1,160,AR10A,Mike,Receive,Put away
CaQE12FiBe,Cabinet QEKI 1200 Filing Beige,Cabinet,QEKI,1200,Filing,Beige,8*1*1,8,BX96F,Chris,Receive,Put away
DrRG90DoWh,Drawer RGAP 900 Door White,Drawer,RGAP,900,Door,White,8*1*1,8,AW87A,Emily,Receive,Put away
TVGn50FHBl,"TV Gnusmag 50"" FHD Black",TV,Gnusmag,"50""",FHD,Black,8*1*1,8,DV33A,David,Receive,Put away
PeAl12HeWh,Pencil Aloyarc 12 Hexagonal White,Pencil,Aloyarc,12,Hexagonal,White,48*10*5,2400,DF57A,Alex,Receive,Put away
GaSELHeGr,Gaming Chair SEWOL L Head pillow Grey,Gaming Chair,SEWOL,L,Head pillow,Grey,16*1*1,16,AN82H,Laura,Receive,Put away
CuQE90DoBe,Cupboard QEKI 900 Door Beige,Cupboard,QEKI,900,Door,Beige,8*1*1,8,CX58F,Jane,Receive,Put away
PrReA4WiBl,Printer Rehtorb A4 Wifi Black,Printer,Rehtorb,A4,Wifi,Black,16*1*1,16,CZ96A,Mike,Receive,Put away
LaOv17i5Wh,"Laptop Ovonel 17"" i5 White",Laptop,Ovonel,"17""",i5,White,16*1*1,16,DM16F,Amy,Receive,Put away
PeAl50HeBl,Pencil Aloyarc 50 Hexagonal Black,Pencil,Aloyarc,50,Hexagonal,Black,48*10*5,2400,AO40G,Emily,Receive,Put away
DrRG12LoWh,Drawer RGAP 1200 Locker White,Drawer,RGAP,1200,Locker,White,8*1*1,8,CR78C,Emily,Receive,Put away
NoGrA3liGr,Notebook Graph A3 line Grey,Notebook,Graph,A3,line,Grey,48*10*5,2400,BK37D,Alex,Receive,Put away
TaAE15WoWh,Table AEKI 1500 Workstation White,Table,AEKI,1500,Workstation,White,8*1*1,8,CH02E,Laura,Receive,Put away
OfOGMErWh,Office Chair OGAP M Ergonomic White,Office Chair,OGAP,M,Ergonomic,White,16*1*1,16,AX83A,Chris,Receive,Put away
AlRe1716Gr,"All-in-one Rezar 17"" 16GB RAM Grey",All-in-one,Rezar,"17""",16GB RAM,Grey,16*1*1,16,DU89F,Alex,Receive,Put away
LaSu158GSi,"Laptop Susa 15"" 8GB RAM Silver",Laptop,Susa,"15""",8GB RAM,Silver,16*1*1,16,DR07B,Alex,Receive,Put away
DrTE18LoBe,Drawer TEWOL 1800 Locker Beige,Drawer,TEWOL,1800,Locker,Beige,8*1*1,8,CG44E,Chris,Receive,Put away
KeHc45BlWh,Keyboard Hcetigol 450 Bluetooth White,Keyboard,Hcetigol,450,Bluetooth,White,16*10*1,160,BH13H,David,Receive,Put away
TVGn324KBl,"TV Gnusmag 32"" 4K Black",TV,Gnusmag,"32""",4K,Black,8*1*1,8,BU37A,Jane,Receive,Put away
PrNoA4LaWh,Printer Nospe A4 Laser White,Printer,Nospe,A4,Laser,White,16*1*1,16,CF64H,Alex,Receive,Put away
TVYn42SFBl,"TV Ynos 42"" SFHD Black",TV,Ynos,"42""",SFHD,Black,8*1*1,8,BY43E,Amy,Receive,Put away
PeGi50WaBl,Pencil Gib 50 Watercolour Black,Pencil,Gib,50,Watercolour,Black,48*10*5,2400,AZ33F,David,Receive,Put away
MoRe35ErWh,Mouse Rerar 350 Ergonomic White,Mouse,Rerar,350,Ergonomic,White,16*10*1,160,CF66E,David,Receive,Put away
AlYn15i7Si,"All-in-one Ynos 15"" i7 Silver",All-in-one,Ynos,"15""",i7,Silver,16*1*1,16,AJ65H,Sarah,Receive,Put away
KePH45BlWh,Keyboard PH 450 Bluetooth White,Keyboard,PH,450,Bluetooth,White,16*10*1,160,CR73H,Alex,Receive,Put away
LaPH1732Gr,"Laptop PH 17"" 32GB RAM Grey",Laptop,PH,"17""",32GB RAM,Grey,16*1*1,16,DL59F,Chris,Receive,Put away
DrRG12SlWh,Drawer RGAP 1200 Sliding White,Drawer,RGAP,1200,Sliding,White,8*1*1,8,AR80E,Laura,Receive,Put away
PrNoA4LaMi,Printer Nospe A4 Laser Mix,Printer,Nospe,A4,Laser,Mix,16*1*1,16,BF73E,Mike,Receive,Put away
TVEs50FHWh,"TV Esnesih 50"" FHD White",TV,Esnesih,"50""",FHD,White,8*1*1,8,AI57G,Emily,Receive,Put away
CaQE12FiBl,Cabinet QEKI 1200 Filing Black,Cabinet,QEKI,1200,Filing,Black,8*1*1,8,AG85F,David,Receive,Put away
GaSELAdGr,Gaming Chair SEWOL L Adjustable Grey,Gaming Chair,SEWOL,L,Adjustable,Grey,16*1*1,16,CM15E,John,Receive,Put away
OfOGMLeGr,Office Chair OGAP M Leather Grey,Office Chair,OGAP,M,Leather,Grey,16*1*1,16,CQ48F,John,Receive,Put away
TVYn32S4Gr,"TV Ynos 32"" S4K Grey",TV,Ynos,"32""",S4K,Grey,8*1*1,8,BQ21D,Amy,Receive,Put away
NoExA3ruWh,Notebook Excercise A3 ruled White,Notebook,Excercise,A3,ruled,White,48*10*5,2400,DQ66F,Chris,Receive,Put away
TaCI18AdSi,Table CITSATNAF 1800 Adjustable Silver,Table,CITSATNAF,1800,Adjustable,Silver,8*1*1,8,DS31G,John,Receive,Put away
PrSoA2MoWh,Printer Sonac A2 Mono White,Printer,Sonac,A2,Mono,White,16*1*1,16,CY79H,Mike,Receive,Put away
LaYn14i7Gr,"Laptop Ynos 14"" i7 Grey",Laptop,Ynos,"14""",i7,Grey,16*1*1,16,BL62H,Laura,Receive,Put away
TaTR10AuWh,Table TRAMK 1000 Auto Adjustable White,Table,TRAMK,1000,Auto Adjustable,White,8*1*1,8,DS54A,Amy,Receive,Put away
NoMuA3liBl,Notebook Music A3 line Black,Notebook,Music,A3,line,Black,48*10*5,2400,BH04C,David,Receive,Put away
TaTR10AuWh,Table TRAMK 1000 Auto Adjustable White,Table,TRAMK,1000,Auto Adjustable,White,8*1*1,8,CW10H,Mike,Receive,Put away
TVGn75FHGr,"TV Gnusmag 75"" FHD Grey",TV,Gnusmag,"75""",FHD,Grey,8*1*1,8,AK42G,Alex,Receive,Put away
MoHc35ErWh,Mouse Hcetigol 350 Ergonomic White,Mouse,Hcetigol,350,Ergonomic,White,16*10*1,160,BR24E,Sarah,Receive,Put away
AlRe1516Wh,"All-in-one Rezar 15"" 16GB RAM White",All-in-one,Rezar,"15""",16GB RAM,White,16*1*1,16,BG91E,Mike,Receive,Put away
OfAEMErBl,Office Chair AEKI M Ergonomic Black,Office Chair,AEKI,M,Ergonomic,Black,16*1*1,16,CP03H,Laura,Receive,Put away
TVEs75FHGr,"TV Esnesih 75"" FHD Grey",TV,Esnesih,"75""",FHD,Grey,8*1*1,8,BX93A,Mike,Receive,Put away
AlSu178GBl,"All-in-one Susa 17"" 8GB RAM Black",All-in-one,Susa,"17""",8GB RAM,Black,16*1*1,16,AY28E,Amy,Receive,Put away
PrNoA3InWh,Printer Nospe A3 Inkjet White,Printer,Nospe,A3,Inkjet,White,16*1*1,16,BG04A,Jane,Receive,Put away
LaOv1432Si,"Laptop Ovonel 14"" 32GB RAM Silver",Laptop,Ovonel,"14""",32GB RAM,Silver,16*1*1,16,CI69E,Alex,Receive,Put away
NoScA5doWh,Notebook Scrap A5 dot White,Notebook,Scrap,A5,dot,White,48*10*5,2400,BY49B,John,Receive,Put away
TaTR15FrWh,Table TRAMA 1500 Frame White,Table,TRAMA,1500,Frame,White,8*1*1,8,DY40E,Mike,Receive,Put away
OfAEMLeWh,Office Chair AEKI M Leather White,Office Chair,AEKI,M,Leather,White,16*1*1,16,BS47H,Laura,Receive,Put away
PeRe50HeWh,Pencil Reldeats 50 Hexagonal White,Pencil,Reldeats,50,Hexagonal,White,48*10*5,2400,AN48F,Mike,Receive,Put away
GaAESAdGr,Gaming Chair AEKI S Adjustable Grey,Gaming Chair,AEKI,S,Adjustable,Grey,16*1*1,16,CY88C,Sarah,Receive,Put away
PrNoA3MoMi,Printer Nospe A3 Mono Mix,Printer,Nospe,A3,Mono,Mix,16*1*1,16,CK21H,Laura,Receive,Put away
DrRG18SlGr,Drawer RGAP 1800 Sliding Grey,Drawer,RGAP,1800,Sliding,Grey,8*1*1,8,AY96F,Alex,Receive,Put away
LaYn1532Wh,"Laptop Ynos 15"" 32GB RAM White",Laptop,Ynos,"15""",32GB RAM,White,16*1*1,16,AW41A,Jane,Receive,Put away
KeRe45WiWh,Keyboard Rerar 450 Wireled White,Keyboard,Rerar,450,Wireled,White,16*10*1,160,CF82C,David,Receive,Put away
MoRe45BlNa,Mouse Rerar 450 Bluetooth Navi,Mouse,Rerar,450,Bluetooth,Navi,16*10*1,160,CR02H,Emily,Receive,Put away
NoGrA4liGr,Notebook Graph A4 line Grey,Notebook,Graph,A4,line,Grey,48*10*5,2400,AH38A,Alex,Receive,Put away
OfAELAdPi,Office Chair AEKI L Adjustable Pink,Office Chair,AEKI,L,Adjustable,Pink,16*1*1,16,AH83F,Amy,Receive,Put away
OfOGSHeBl,Office Chair OGAP S Head pillow Black,Office Chair,OGAP,S,Head pillow,Black,16*1*1,16,BP77F,Alex,Receive,Put away
MoSu27MePi,Mouse Susa 270 Mechanical Pink,Mouse,Susa,270,Mechanical,Pink,16*10*1,160,AK97F,Chris,Receive,Put away
TVEs42FHBl,"TV Esnesih 42"" FHD Black",TV,Esnesih,"42""",FHD,Black,8*1*1,8,DX64D,Alex,Receive,Put away
PeRe12HeWh,Pencil Reldeats 12 Hexagonal White,Pencil,Reldeats,12,Hexagonal,White,48*10*5,2400,DJ85E,Mike,Receive,Put away
TVGL654KWh,"TV GL 65"" 4K White",TV,GL,"65""",4K,White,8*1*1,8,CZ21F,John,Receive,Put away
OfOGLLeWh,Office Chair OGAP L Leather White,Office Chair,OGAP,L,Leather,White,16*1*1,16,AX15H,Laura,Receive,Put away
CaQE18DoBl,Cabinet QEKI 1800 Door Black,Cabinet,QEKI,1800,Door,Black,8*1*1,8,DH64C,Alex,Receive,Put away
