Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,From,Task
PrPHA4AlWh,Printer PH A4 All-in-one White,Printer,PH,A4,All-in-one,White,16*1*1,16,AG18D,Amy,Receive,Put away
DrQE18DoBl,Drawer QEKI 1800 Door Black,Drawer,QEKI,1800,Door,Black,8*1*1,8,BZ76H,Emily,Receive,Put away
PeAl24WaWh,Pencil Aloyarc 24 Watercolour White,Pencil,Aloyarc,24,Watercolour,White,48*10*5,2400,BS62G,John,Receive,Put away
LaSu1532Si,"Laptop Susa 15"" 32GB RAM Silver",Laptop,Susa,"15""",32GB RAM,Silver,16*1*1,16,CP20F,Laura,Receive,Put away
LaOv148GSi,"Laptop Ovonel 14"" 8GB RAM Silver",Laptop,Ovonel,"14""",8GB RAM,Silver,16*1*1,16,DT29C,Emily,Receive,Put away
TVEs754KGr,"TV Esnesih 75"" 4K Grey",TV,Esnesih,"75""",4K,Grey,8*1*1,8,AM65F,Chris,Receive,Put away
NoExA5doGr,Notebook Excercise A5 dot Grey,Notebook,Excercise,A5,dot,Grey,48*10*5,2400,DG76F,David,Receive,Put away
DrQE90FiBe,Drawer QEKI 900 Filing Beige,Drawer,QEKI,900,Filing,Beige,8*1*1,8,DO63A,David,Receive,Put away
PrSoA2InBl,Printer Sonac A2 Inkjet Black,Printer,Sonac,A2,Inkjet,Black,16*1*1,16,BT53C,Emily,Receive,Put away
LaRe15i5Si,"Laptop Rezar 15"" i5 Silver",Laptop,Rezar,"15""",i5,Silver,16*1*1,16,DV94C,David,Receive,Put away
SPNa24SoBl,SPen Nalin 24 Soluble Black,SPen,Nalin,24,Soluble,Black,48*10*5,2400,DL45B,Jane,Receive,Put away
MoPH45MeBl,Mouse PH 450 Mechanical Black,Mouse,PH,450,Mechanical,Black,16*10*1,160,AU92E,Sarah,Receive,Put away
TaAE18AdSi,Table AEKI 1800 Adjustable Silver,Table,AEKI,1800,Adjustable,Silver,8*1*1,8,AZ84H,Emily,Receive,Put away
CaTE18SlGr,Cabinet TEWOL 1800 Sliding Grey,Cabinet,TEWOL,1800,Sliding,Grey,8*1*1,8,BQ55H,David,Receive,Put away
KePH27MeWh,Keyboard PH 270 Mechanical White,Keyboard,PH,270,Mechanical,White,16*10*1,160,CZ63B,Alex,Receive,Put away
PrNoA3AlMi,Printer Nospe A3 All-in-one Mix,Printer,Nospe,A3,All-in-one,Mix,16*1*1,16,AM27A,Sarah,Receive,Put away
TaAE18FrGr,Table AEKI 1800 Frame Grey,Table,AEKI,1800,Frame,Grey,8*1*1,8,DU38A,David,Receive,Put away
GaXEMLeGr,Gaming Chair XENO M Leather Grey,Gaming Chair,XENO,M,Leather,Grey,16*1*1,16,AP71A,Jane,Receive,Put away
PrReA4LaWh,Printer Rehtorb A4 Laser White,Printer,Rehtorb,A4,Laser,White,16*1*1,16,AM39D,John,Receive,Put away
CuWE90LoBl,Cupboard WENO 900 Locker Black,Cupboard,WENO,900,Locker,Black,8*1*1,8,BQ67H,Laura,Receive,Put away
CuRG12LoBl,Cupboard RGAP 1200 Locker Black,Cupboard,RGAP,1200,Locker,Black,8*1*1,8,CJ82D,Sarah,Receive,Put away
TVEs424KWh,"TV Esnesih 42"" 4K White",TV,Esnesih,"42""",4K,White,8*1*1,8,BL48F,Alex,Receive,Put away
KePH27MePi,Keyboard PH 270 Mechanical Pink,Keyboard,PH,270,Mechanical,Pink,16*10*1,160,AF90G,David,Receive,Put away
AlYn14i5Wh,"All-in-one Ynos 14"" i5 White",All-in-one,Ynos,"14""",i5,White,16*1*1,16,AG81C,Amy,Receive,Put away
TVGL324KBl,"TV GL 32"" 4K Black",TV,GL,"32""",4K,Black,8*1*1,8,CK56G,John,Receive,Put away
GaAEMLeBl,Gaming Chair AEKI M Leather Black,Gaming Chair,AEKI,M,Leather,Black,16*1*1,16,DP45B,Jane,Receive,Put away
NoScA4doSi,Notebook Scrap A4 dot Silver,Notebook,Scrap,A4,dot,Silver,48*10*5,2400,CL45H,Chris,Receive,Put away
AlSu178GSi,"All-in-one Susa 17"" 8GB RAM Silver",All-in-one,Susa,"17""",8GB RAM,Silver,16*1*1,16,DQ51C,Sarah,Receive,Put away
PrNoA2AlBl,Printer Nospe A2 All-in-one Black,Printer,Nospe,A2,All-in-one,Black,16*1*1,16,AQ36G,Alex,Receive,Put away
KeSu35MePi,Keyboard Susa 350 Mechanical Pink,Keyboard,Susa,350,Mechanical,Pink,16*10*1,160,CM73D,David,Receive,Put away
MoPH35ErPi,Mouse PH 350 Ergonomic Pink,Mouse,PH,350,Ergonomic,Pink,16*10*1,160,BJ77E,Amy,Receive,Put away
TaTR18WoBl,Table TRAMK 1800 Workstation Black,Table,TRAMK,1800,Workstation,Black,8*1*1,8,DF42E,Chris,Receive,Put away
AlSu1532Bl,"All-in-one Susa 15"" 32GB RAM Black",All-in-one,Susa,"15""",32GB RAM,Black,16*1*1,16,CF44D,Laura,Receive,Put away
CuQE12DoWh,Cupboard QEKI 1200 Door White,Cupboard,QEKI,1200,Door,White,8*1*1,8,DO06F,Jane,Receive,Put away
PeNa50HeWh,Pencil Nalin 50 Hexagonal White,Pencil,Nalin,50,Hexagonal,White,48*10*5,2400,BH77C,David,Receive,Put away
SPAl12SoPi,SPen Aloyarc 12 Soluble Pink,SPen,Aloyarc,12,Soluble,Pink,48*10*5,2400,DZ98E,David,Receive,Put away
GaAESErPi,Gaming Chair AEKI S Ergonomic Pink,Gaming Chair,AEKI,S,Ergonomic,Pink,16*1*1,16,AV65G,David,Receive,Put away
OfXESErBl,Office Chair XENO S Ergonomic Black,Office Chair,XENO,S,Ergonomic,Black,16*1*1,16,BK97B,Laura,Receive,Put away
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,AT55A,Sarah,Receive,Put away
PrSoA3AlWh,Printer Sonac A3 All-in-one White,Printer,Sonac,A3,All-in-one,White,16*1*1,16,AI22C,Chris,Receive,Put away
TaTR10AdWh,Table TRAMA 1000 Adjustable White,Table,TRAMA,1000,Adjustable,White,8*1*1,8,CX88A,Sarah,Receive,Put away
GaOGSAdGr,Gaming Chair OGAP S Adjustable Grey,Gaming Chair,OGAP,S,Adjustable,Grey,16*1*1,16,CR67H,Mike,Receive,Put away
MoPH35BlPi,Mouse PH 350 Bluetooth Pink,Mouse,PH,350,Bluetooth,Pink,16*10*1,160,DU22D,Sarah,Receive,Put away
LaSu1532Si,"Laptop Susa 15"" 32GB RAM Silver",Laptop,Susa,"15""",32GB RAM,Silver,16*1*1,16,DO66D,Mike,Receive,Put away
DrQE90DoGr,Drawer QEKI 900 Door Grey,Drawer,QEKI,900,Door,Grey,8*1*1,8,CQ42B,Emily,Receive,Put away
AlPH158GWh,"All-in-one PH 15"" 8GB RAM White",All-in-one,PH,"15""",8GB RAM,White,16*1*1,16,CG30G,Amy,Receive,Put away
GaXELErWh,Gaming Chair XENO L Ergonomic White,Gaming Chair,XENO,L,Ergonomic,White,16*1*1,16,BS24D,Sarah,Receive,Put away
CuQE12SlBl,Cupboard QEKI 1200 Sliding Black,Cupboard,QEKI,1200,Sliding,Black,8*1*1,8,BF15C,Jane,Receive,Put away
OfXESLeWh,Office Chair XENO S Leather White,Office Chair,XENO,S,Leather,White,16*1*1,16,AP04B,Chris,Receive,Put away
GaOGLLeBl,Gaming Chair OGAP L Leather Black,Gaming Chair,OGAP,L,Leather,Black,16*1*1,16,DL19B,Alex,Receive,Put away
TVEs65FHGr,"TV Esnesih 65"" FHD Grey",TV,Esnesih,"65""",FHD,Grey,8*1*1,8,DI25A,Laura,Receive,Put away
GaAELErBl,Gaming Chair AEKI L Ergonomic Black,Gaming Chair,AEKI,L,Ergonomic,Black,16*1*1,16,BV44E,David,Receive,Put away
AlPH1516Gr,"All-in-one PH 15"" 16GB RAM Grey",All-in-one,PH,"15""",16GB RAM,Grey,16*1*1,16,CF28G,Mike,Receive,Put away
AlOv17i5Bl,"All-in-one Ovonel 17"" i5 Black",All-in-one,Ovonel,"17""",i5,Black,16*1*1,16,AS73B,Chris,Receive,Put away
GaOGMAdBl,Gaming Chair OGAP M Adjustable Black,Gaming Chair,OGAP,M,Adjustable,Black,16*1*1,16,BW18D,Laura,Receive,Put away
KeRe27MePi,Keyboard Rerar 270 Mechanical Pink,Keyboard,Rerar,270,Mechanical,Pink,16*10*1,160,AN09C,Emily,Receive,Put away
CaQE12SlBl,Cabinet QEKI 1200 Sliding Black,Cabinet,QEKI,1200,Sliding,Black,8*1*1,8,BK40C,Chris,Receive,Put away
MoSu35WiNa,Mouse Susa 350 Wireled Navi,Mouse,Susa,350,Wireled,Navi,16*10*1,160,DN57D,Jane,Receive,Put away
GaOGLAdGr,Gaming Chair OGAP L Adjustable Grey,Gaming Chair,OGAP,L,Adjustable,Grey,16*1*1,16,AF77E,Emily,Receive,Put away
PeRe12SoPi,Pencil Reldeats 12 Soluble Pink,Pencil,Reldeats,12,Soluble,Pink,48*10*5,2400,AJ46F,Chris,Receive,Put away
AlOv17i7Gr,"All-in-one Ovonel 17"" i7 Grey",All-in-one,Ovonel,"17""",i7,Grey,16*1*1,16,DF26B,Jane,Receive,Put away
CuRG18FiBe,Cupboard RGAP 1800 Filing Beige,Cupboard,RGAP,1800,Filing,Beige,8*1*1,8,DU22B,David,Receive,Put away
MoRe45BlWh,Mouse Rerar 450 Bluetooth White,Mouse,Rerar,450,Bluetooth,White,16*10*1,160,DL04G,Jane,Receive,Put away
KePH35WiNa,Keyboard PH 350 Wireled Navi,Keyboard,PH,350,Wireled,Navi,16*10*1,160,DP71C,Sarah,Receive,Put away
OfOGSAdBl,Office Chair OGAP S Adjustable Black,Office Chair,OGAP,S,Adjustable,Black,16*1*1,16,BQ83A,Sarah,Receive,Put away
PrPHA3WiGr,Printer PH A3 Wifi Grey,Printer,PH,A3,Wifi,Grey,16*1*1,16,CS34D,David,Receive,Put away
LaYn1732Si,"Laptop Ynos 17"" 32GB RAM Silver",Laptop,Ynos,"17""",32GB RAM,Silver,16*1*1,16,DQ11F,Mike,Receive,Put away
SPAl12SoPi,SPen Aloyarc 12 Soluble Pink,SPen,Aloyarc,12,Soluble,Pink,48*10*5,2400,CI46E,Laura,Receive,Put away
NoGrA4liGr,Notebook Graph A4 line Grey,Notebook,Graph,A4,line,Grey,48*10*5,2400,DM05G,Emily,Receive,Put away
TVGn32FHSi,"TV Gnusmag 32"" FHD Silver",TV,Gnusmag,"32""",FHD,Silver,8*1*1,8,CI14E,Amy,Receive,Put away
SPGi50WaPi,SPen Gib 50 Watercolour Pink,SPen,Gib,50,Watercolour,Pink,48*10*5,2400,BJ50H,Chris,Receive,Put away
KeHc27ErNa,Keyboard Hcetigol 270 Ergonomic Navi,Keyboard,Hcetigol,270,Ergonomic,Navi,16*10*1,160,BZ63E,Mike,Receive,Put away
PeAl12SoWh,Pencil Aloyarc 12 Soluble White,Pencil,Aloyarc,12,Soluble,White,48*10*5,2400,CF08A,Mike,Receive,Put away
CaTE18DoGr,Cabinet TEWOL 1800 Door Grey,Cabinet,TEWOL,1800,Door,Grey,8*1*1,8,AI20E,Laura,Receive,Put away
TVGL65FHSi,"TV GL 65"" FHD Silver",TV,GL,"65""",FHD,Silver,8*1*1,8,DH57H,Amy,Receive,Put away
DrTE90SlWh,Drawer TEWOL 900 Sliding White,Drawer,TEWOL,900,Sliding,White,8*1*1,8,DW28H,Alex,Receive,Put away
TVEs50SFGr,"TV Esnesih 50"" SFHD Grey",TV,Esnesih,"50""",SFHD,Grey,8*1*1,8,BS64E,Mike,Receive,Put away
MoHc45MeWh,Mouse Hcetigol 450 Mechanical White,Mouse,Hcetigol,450,Mechanical,White,16*10*1,160,AH47E,Alex,Receive,Put away
PeRe24WaWh,Pencil Reldeats 24 Watercolour White,Pencil,Reldeats,24,Watercolour,White,48*10*5,2400,AN97G,Amy,Receive,Put away
PrPHA4InMi,Printer PH A4 Inkjet Mix,Printer,PH,A4,Inkjet,Mix,16*1*1,16,CH98F,John,Receive,Put away
PrNoA2MoMi,Printer Nospe A2 Mono Mix,Printer,Nospe,A2,Mono,Mix,16*1*1,16,AN59C,David,Receive,Put away
NoMuA5doBl,Notebook Music A5 dot Black,Notebook,Music,A5,dot,Black,48*10*5,2400,AH12F,Jane,Receive,Put away
PeAl50WaGr,Pencil Aloyarc 50 Watercolour Grey,Pencil,Aloyarc,50,Watercolour,Grey,48*10*5,2400,AU81B,Emily,Receive,Put away
KeHc35MeWh,Keyboard Hcetigol 350 Mechanical White,Keyboard,Hcetigol,350,Mechanical,White,16*10*1,160,CQ47G,Sarah,Receive,Put away
GaAELHeWh,Gaming Chair AEKI L Head pillow White,Gaming Chair,AEKI,L,Head pillow,White,16*1*1,16,DR12C,Jane,Receive,Put away
NoGrA5doBl,Notebook Graph A5 dot Black,Notebook,Graph,A5,dot,Black,48*10*5,2400,BG07F,John,Receive,Put away
DrRG90DoBe,Drawer RGAP 900 Door Beige,Drawer,RGAP,900,Door,Beige,8*1*1,8,BZ91F,Chris,Receive,Put away
GaAESAdBl,Gaming Chair AEKI S Adjustable Black,Gaming Chair,AEKI,S,Adjustable,Black,16*1*1,16,BH18F,David,Receive,Put away
GaOGMLeGr,Gaming Chair OGAP M Leather Grey,Gaming Chair,OGAP,M,Leather,Grey,16*1*1,16,DJ56F,Laura,Receive,Put away
DrTE12FiBe,Drawer TEWOL 1200 Filing Beige,Drawer,TEWOL,1200,Filing,Beige,8*1*1,8,BJ30B,Sarah,Receive,Put away
TVEs324KBl,"TV Esnesih 32"" 4K Black",TV,Esnesih,"32""",4K,Black,8*1*1,8,DU68G,John,Receive,Put away
NoExA3doWh,Notebook Excercise A3 dot White,Notebook,Excercise,A3,dot,White,48*10*5,2400,AL19F,David,Receive,Put away
CuTE12SlWh,Cupboard TEWOL 1200 Sliding White,Cupboard,TEWOL,1200,Sliding,White,8*1*1,8,AU47C,Amy,Receive,Put away
TVYn75S4Si,"TV Ynos 75"" S4K Silver",TV,Ynos,"75""",S4K,Silver,8*1*1,8,CK28E,Emily,Receive,Put away
GaSESErWh,Gaming Chair SEWOL S Ergonomic White,Gaming Chair,SEWOL,S,Ergonomic,White,16*1*1,16,CZ09C,Chris,Receive,Put away
AlPH15i5Gr,"All-in-one PH 15"" i5 Grey",All-in-one,PH,"15""",i5,Grey,16*1*1,16,CT50B,Jane,Receive,Put away
NoMuA4ruGr,Notebook Music A4 ruled Grey,Notebook,Music,A4,ruled,Grey,48*10*5,2400,DP43H,Laura,Receive,Put away
PrPHA4AlGr,Printer PH A4 All-in-one Grey,Printer,PH,A4,All-in-one,Grey,16*1*1,16,CW83F,Chris,Receive,Put away
CuTE18LoBe,Cupboard TEWOL 1800 Locker Beige,Cupboard,TEWOL,1800,Locker,Beige,8*1*1,8,BF04F,Jane,Receive,Put away
CuWE18SlWh,Cupboard WENO 1800 Sliding White,Cupboard,WENO,1800,Sliding,White,8*1*1,8,CU56H,Sarah,Receive,Put away
MoRe27BlNa,Mouse Rerar 270 Bluetooth Navi,Mouse,Rerar,270,Bluetooth,Navi,16*10*1,160,CI20D,Amy,Receive,Put away
SPGi24WaPi,SPen Gib 24 Watercolour Pink,SPen,Gib,24,Watercolour,Pink,48*10*5,2400,CN59E,Alex,Receive,Put away
TaCI18AuSi,Table CITSATNAF 1800 Auto Adjustable Silver,Table,CITSATNAF,1800,Auto Adjustable,Silver,8*1*1,8,CP15B,Mike,Receive,Put away
AlOv1516Bl,"All-in-one Ovonel 15"" 16GB RAM Black",All-in-one,Ovonel,"15""",16GB RAM,Black,16*1*1,16,BY77D,Sarah,Receive,Put away
LaSu15i5Gr,"Laptop Susa 15"" i5 Grey",Laptop,Susa,"15""",i5,Grey,16*1*1,16,BI45C,Chris,Receive,Put away
PrPHA3WiWh,Printer PH A3 Wifi White,Printer,PH,A3,Wifi,White,16*1*1,16,AL40G,Chris,Receive,Put away
DrQE18SlWh,Drawer QEKI 1800 Sliding White,Drawer,QEKI,1800,Sliding,White,8*1*1,8,AL08G,John,Receive,Put away
DrTE18SlGr,Drawer TEWOL 1800 Sliding Grey,Drawer,TEWOL,1800,Sliding,Grey,8*1*1,8,CW27F,Alex,Receive,Put away
SPRe50HeGr,SPen Reldeats 50 Hexagonal Grey,SPen,Reldeats,50,Hexagonal,Grey,48*10*5,2400,AV90D,Sarah,Receive,Put away
DrRG12LoBl,Drawer RGAP 1200 Locker Black,Drawer,RGAP,1200,Locker,Black,8*1*1,8,AM03B,Alex,Receive,Put away
DrWE12LoBe,Drawer WENO 1200 Locker Beige,Drawer,WENO,1200,Locker,Beige,8*1*1,8,CO27B,Chris,Receive,Put away
CaWE90SlGr,Cabinet WENO 900 Sliding Grey,Cabinet,WENO,900,Sliding,Grey,8*1*1,8,DH75B,John,Receive,Put away
PeNa24WaBl,Pencil Nalin 24 Watercolour Black,Pencil,Nalin,24,Watercolour,Black,48*10*5,2400,BM22F,Mike,Receive,Put away
LaYn14i7Gr,"Laptop Ynos 14"" i7 Grey",Laptop,Ynos,"14""",i7,Grey,16*1*1,16,AS83F,Chris,Receive,Put away
CaWE12LoWh,Cabinet WENO 1200 Locker White,Cabinet,WENO,1200,Locker,White,8*1*1,8,BG88G,Jane,Receive,Put away
CuWE18SlBl,Cupboard WENO 1800 Sliding Black,Cupboard,WENO,1800,Sliding,Black,8*1*1,8,CI14H,Jane,Receive,Put away
MoRe27ErPi,Mouse Rerar 270 Ergonomic Pink,Mouse,Rerar,270,Ergonomic,Pink,16*10*1,160,DM13G,Alex,Receive,Put away
PeRe24HeBl,Pencil Reldeats 24 Hexagonal Black,Pencil,Reldeats,24,Hexagonal,Black,48*10*5,2400,AI37D,Chris,Receive,Put away
KeHc45ErNa,Keyboard Hcetigol 450 Ergonomic Navi,Keyboard,Hcetigol,450,Ergonomic,Navi,16*10*1,160,CW56A,David,Receive,Put away
AlPH178GBl,"All-in-one PH 17"" 8GB RAM Black",All-in-one,PH,"17""",8GB RAM,Black,16*1*1,16,DV11C,Amy,Receive,Put away
NoScA3liGr,Notebook Scrap A3 line Grey,Notebook,Scrap,A3,line,Grey,48*10*5,2400,BF25F,David,Receive,Put away
TaTR18FrSi,Table TRAMK 1800 Frame Silver,Table,TRAMK,1800,Frame,Silver,8*1*1,8,DZ25A,Chris,Receive,Put away
GaAESAdWh,Gaming Chair AEKI S Adjustable White,Gaming Chair,AEKI,S,Adjustable,White,16*1*1,16,DF73A,John,Receive,Put away
TVYn65SFSi,"TV Ynos 65"" SFHD Silver",TV,Ynos,"65""",SFHD,Silver,8*1*1,8,CU80E,David,Receive,Put away
LaSu158GSi,"Laptop Susa 15"" 8GB RAM Silver",Laptop,Susa,"15""",8GB RAM,Silver,16*1*1,16,DX01H,David,Receive,Put away
GaSEMAdPi,Gaming Chair SEWOL M Adjustable Pink,Gaming Chair,SEWOL,M,Adjustable,Pink,16*1*1,16,AI05D,John,Receive,Put away
TVEs65FHWh,"TV Esnesih 65"" FHD White",TV,Esnesih,"65""",FHD,White,8*1*1,8,CO26E,Laura,Receive,Put away
DrRG12LoGr,Drawer RGAP 1200 Locker Grey,Drawer,RGAP,1200,Locker,Grey,8*1*1,8,DL11E,Sarah,Receive,Put away
NoScA3doBl,Notebook Scrap A3 dot Black,Notebook,Scrap,A3,dot,Black,48*10*5,2400,CI76E,Laura,Receive,Put away
MoHc35WiPi,Mouse Hcetigol 350 Wireled Pink,Mouse,Hcetigol,350,Wireled,Pink,16*10*1,160,AU57F,Emily,Receive,Put away
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,AH87D,Emily,Receive,Put away
MoSu27ErBl,Mouse Susa 270 Ergonomic Black,Mouse,Susa,270,Ergonomic,Black,16*10*1,160,CV02H,Sarah,Receive,Put away
KePH27WiPi,Keyboard PH 270 Wireled Pink,Keyboard,PH,270,Wireled,Pink,16*10*1,160,DU84C,Emily,Receive,Put away
CuRG90SlWh,Cupboard RGAP 900 Sliding White,Cupboard,RGAP,900,Sliding,White,8*1*1,8,DF77A,Amy,Receive,Put away
LaSu17i5Gr,"Laptop Susa 17"" i5 Grey",Laptop,Susa,"17""",i5,Grey,16*1*1,16,AS28D,Amy,Receive,Put away
CaWE18LoBl,Cabinet WENO 1800 Locker Black,Cabinet,WENO,1800,Locker,Black,8*1*1,8,AY67E,Sarah,Receive,Put away
KeHc27BlWh,Keyboard Hcetigol 270 Bluetooth White,Keyboard,Hcetigol,270,Bluetooth,White,16*10*1,160,BM92B,Jane,Receive,Put away
AlPH148GWh,"All-in-one PH 14"" 8GB RAM White",All-in-one,PH,"14""",8GB RAM,White,16*1*1,16,CF16C,Sarah,Receive,Put away
AlPH178GGr,"All-in-one PH 17"" 8GB RAM Grey",All-in-one,PH,"17""",8GB RAM,Grey,16*1*1,16,AL30E,Sarah,Receive,Put away
AlRe14i5Bl,"All-in-one Rezar 14"" i5 Black",All-in-one,Rezar,"14""",i5,Black,16*1*1,16,AM62H,Emily,Receive,Put away
OfAESErWh,Office Chair AEKI S Ergonomic White,Office Chair,AEKI,S,Ergonomic,White,16*1*1,16,DH21D,Emily,Receive,Put away
PrNoA4AlWh,Printer Nospe A4 All-in-one White,Printer,Nospe,A4,All-in-one,White,16*1*1,16,BT85C,Sarah,Receive,Put away
DrWE18LoWh,Drawer WENO 1800 Locker White,Drawer,WENO,1800,Locker,White,8*1*1,8,BT05C,Emily,Receive,Put away
AlPH14i7Gr,"All-in-one PH 14"" i7 Grey",All-in-one,PH,"14""",i7,Grey,16*1*1,16,DT24F,Amy,Receive,Put away
AlRe1716Wh,"All-in-one Rezar 17"" 16GB RAM White",All-in-one,Rezar,"17""",16GB RAM,White,16*1*1,16,CQ22C,Emily,Receive,Put away
GaXELLeWh,Gaming Chair XENO L Leather White,Gaming Chair,XENO,L,Leather,White,16*1*1,16,AP58E,Jane,Receive,Put away
KeHc27ErNa,Keyboard Hcetigol 270 Ergonomic Navi,Keyboard,Hcetigol,270,Ergonomic,Navi,16*10*1,160,DK58F,Amy,Receive,Put away
LaRe178GWh,"Laptop Rezar 17"" 8GB RAM White",Laptop,Rezar,"17""",8GB RAM,White,16*1*1,16,DW02F,John,Receive,Put away
OfOGLErPi,Office Chair OGAP L Ergonomic Pink,Office Chair,OGAP,L,Ergonomic,Pink,16*1*1,16,AM80G,Amy,Receive,Put away
DrQE18FiBe,Drawer QEKI 1800 Filing Beige,Drawer,QEKI,1800,Filing,Beige,8*1*1,8,BN76D,Sarah,Receive,Put away
LaYn17i5Wh,"Laptop Ynos 17"" i5 White",Laptop,Ynos,"17""",i5,White,16*1*1,16,AP72F,Laura,Receive,Put away
CaWE90LoBe,Cabinet WENO 900 Locker Beige,Cabinet,WENO,900,Locker,Beige,8*1*1,8,AF32B,David,Receive,Put away
CaQE90FiBl,Cabinet QEKI 900 Filing Black,Cabinet,QEKI,900,Filing,Black,8*1*1,8,AT43G,Alex,Receive,Put away
CaQE18SlBl,Cabinet QEKI 1800 Sliding Black,Cabinet,QEKI,1800,Sliding,Black,8*1*1,8,AR31D,Laura,Receive,Put away
PrNoA3InGr,Printer Nospe A3 Inkjet Grey,Printer,Nospe,A3,Inkjet,Grey,16*1*1,16,BR89H,David,Receive,Put away
AlSu17i5Si,"All-in-one Susa 17"" i5 Silver",All-in-one,Susa,"17""",i5,Silver,16*1*1,16,AK50A,Jane,Receive,Put away
LaOv1532Bl,"Laptop Ovonel 15"" 32GB RAM Black",Laptop,Ovonel,"15""",32GB RAM,Black,16*1*1,16,CG57B,David,Receive,Put away
CuRG12LoWh,Cupboard RGAP 1200 Locker White,Cupboard,RGAP,1200,Locker,White,8*1*1,8,CV72H,David,Receive,Put away
AlOv1732Gr,"All-in-one Ovonel 17"" 32GB RAM Grey",All-in-one,Ovonel,"17""",32GB RAM,Grey,16*1*1,16,BU96E,Alex,Receive,Put away
TVGL42S4Si,"TV GL 42"" S4K Silver",TV,GL,"42""",S4K,Silver,8*1*1,8,AZ21G,Emily,Receive,Put away
DrWE18SlGr,Drawer WENO 1800 Sliding Grey,Drawer,WENO,1800,Sliding,Grey,8*1*1,8,CV36H,Chris,Receive,Put away
CuRG18SlGr,Cupboard RGAP 1800 Sliding Grey,Cupboard,RGAP,1800,Sliding,Grey,8*1*1,8,BH15E,Amy,Receive,Put away
OfAESErWh,Office Chair AEKI S Ergonomic White,Office Chair,AEKI,S,Ergonomic,White,16*1*1,16,CF86E,Emily,Receive,Put away
CaTE18SlGr,Cabinet TEWOL 1800 Sliding Grey,Cabinet,TEWOL,1800,Sliding,Grey,8*1*1,8,AL54G,Amy,Receive,Put away
MoRe27MeWh,Mouse Rerar 270 Mechanical White,Mouse,Rerar,270,Mechanical,White,16*10*1,160,AZ02B,Laura,Receive,Put away
SPAl12HePi,SPen Aloyarc 12 Hexagonal Pink,SPen,Aloyarc,12,Hexagonal,Pink,48*10*5,2400,CL38G,Amy,Receive,Put away
LaOv15i7Si,"Laptop Ovonel 15"" i7 Silver",Laptop,Ovonel,"15""",i7,Silver,16*1*1,16,DQ03A,John,Receive,Put away
CaTE18LoGr,Cabinet TEWOL 1800 Locker Grey,Cabinet,TEWOL,1800,Locker,Grey,8*1*1,8,DS37G,Laura,Receive,Put away
KeSu27BlWh,Keyboard Susa 270 Bluetooth White,Keyboard,Susa,270,Bluetooth,White,16*10*1,160,AM45B,Mike,Receive,Put away
TVYn32FHWh,"TV Ynos 32"" FHD White",TV,Ynos,"32""",FHD,White,8*1*1,8,AO47G,John,Receive,Put away
CaQE12LoGr,Cabinet QEKI 1200 Locker Grey,Cabinet,QEKI,1200,Locker,Grey,8*1*1,8,CW38C,Jane,Receive,Put away
DrTE18DoBe,Drawer TEWOL 1800 Door Beige,Drawer,TEWOL,1800,Door,Beige,8*1*1,8,DY48G,Amy,Receive,Put away
PrSoA3AlMi,Printer Sonac A3 All-in-one Mix,Printer,Sonac,A3,All-in-one,Mix,16*1*1,16,AK47G,Mike,Receive,Put away
CuWE18FiBl,Cupboard WENO 1800 Filing Black,Cupboard,WENO,1800,Filing,Black,8*1*1,8,DQ78D,Jane,Receive,Put away
NoGrA4ruSi,Notebook Graph A4 ruled Silver,Notebook,Graph,A4,ruled,Silver,48*10*5,2400,CK72C,Chris,Receive,Put away
DrWE12DoBe,Drawer WENO 1200 Door Beige,Drawer,WENO,1200,Door,Beige,8*1*1,8,DN26C,Jane,Receive,Put away
AlSu17i7Bl,"All-in-one Susa 17"" i7 Black",All-in-one,Susa,"17""",i7,Black,16*1*1,16,DJ23E,David,Receive,Put away
PrPHA4AlMi,Printer PH A4 All-in-one Mix,Printer,PH,A4,All-in-one,Mix,16*1*1,16,DP73A,Emily,Receive,Put away
AlSu1416Si,"All-in-one Susa 14"" 16GB RAM Silver",All-in-one,Susa,"14""",16GB RAM,Silver,16*1*1,16,BM93F,Amy,Receive,Put away
OfAEMErPi,Office Chair AEKI M Ergonomic Pink,Office Chair,AEKI,M,Ergonomic,Pink,16*1*1,16,CM96F,John,Receive,Put away
PeNa12SoWh,Pencil Nalin 12 Soluble White,Pencil,Nalin,12,Soluble,White,48*10*5,2400,BH91C,David,Receive,Put away
CaRG12SlBl,Cabinet RGAP 1200 Sliding Black,Cabinet,RGAP,1200,Sliding,Black,8*1*1,8,BN32G,Mike,Receive,Put away
PrReA4AlWh,Printer Rehtorb A4 All-in-one White,Printer,Rehtorb,A4,All-in-one,White,16*1*1,16,BY54H,Emily,Receive,Put away
TaTR10FrSi,Table TRAMA 1000 Frame Silver,Table,TRAMA,1000,Frame,Silver,8*1*1,8,CU84E,Jane,Receive,Put away
CuRG18LoBl,Cupboard RGAP 1800 Locker Black,Cupboard,RGAP,1800,Locker,Black,8*1*1,8,BU95H,Sarah,Receive,Put away
