Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
TVYn75FHBl,"TV Ynos 75"" FHD Black",TV,Ynos,"75""",FHD,Black,8*1*1,8,DX27F,Emily,Despatch,30094,Pick
LaSu1732Bl,"Laptop Susa 17"" 32GB RAM Black",Laptop,Susa,"17""",32GB RAM,Black,16*1*1,16,AQ46F,Laura,Despatch,30089,Pick
NoExA3ruWh,Notebook Excercise A3 ruled White,Notebook,Excercise,A3,ruled,White,48*10*5,504,CG95B,Jane,Despatch,30032,Pick
DrRG90DoGr,Drawer RGAP 900 Door Grey,Drawer,RGAP,900,Door,Grey,8*1*1,7,BZ08A,Emily,Despatch,30093,Pick
GaXEMLeWh,Gaming Chair XENO M Leather White,Gaming Chair,XENO,M,Leather,White,16*1*1,16,BQ43H,Alex,Despatch,30025,Pick
TVGn32S4Wh,"TV Gnusmag 32"" S4K White",TV,Gnusmag,"32""",S4K,White,8*1*1,8,AQ43F,David,Despatch,30086,Pick
PrSoA4MoGr,Printer Sonac A4 Mono Grey,Printer,Sonac,A4,Mono,Grey,16*1*1,16,CQ43B,Alex,Despatch,30001,Pick
GaXESLeBl,Gaming Chair XENO S Leather Black,Gaming Chair,XENO,S,Leather,Black,16*1*1,16,DV81E,Mike,Despatch,30049,Pick
TVYn32S4Wh,"TV Ynos 32"" S4K White",TV,Ynos,"32""",S4K,White,8*1*1,4,AX88D,John,Despatch,30096,Pick
PeNa12HeGr,Pencil Nalin 12 Hexagonal Grey,Pencil,Nalin,12,Hexagonal,Grey,48*10*5,1695,CM27G,Jane,Despatch,30070,Pick
GaOGMLeWh,Gaming Chair OGAP M Leather White,Gaming Chair,OGAP,M,Leather,White,16*1*1,3,DH42G,Chris,Despatch,30068,Pick
TVGL50SFGr,"TV GL 50"" SFHD Grey",TV,GL,"50""",SFHD,Grey,8*1*1,8,BF71F,John,Despatch,30087,Pick
PeNa24WaBl,Pencil Nalin 24 Watercolour Black,Pencil,Nalin,24,Watercolour,Black,48*10*5,2400,BJ88H,Amy,Despatch,30030,Pick
MoSu45MePi,Mouse Susa 450 Mechanical Pink,Mouse,Susa,450,Mechanical,Pink,16*10*1,128,AS42H,Laura,Despatch,30015,Pick
TVGL65SFWh,"TV GL 65"" SFHD White",TV,GL,"65""",SFHD,White,8*1*1,2,AK38B,Jane,Despatch,30066,Pick
TVGn324KBl,"TV Gnusmag 32"" 4K Black",TV,Gnusmag,"32""",4K,Black,8*1*1,8,BH20E,Sarah,Despatch,30004,Pick
OfAESAdBl,Office Chair AEKI S Adjustable Black,Office Chair,AEKI,S,Adjustable,Black,16*1*1,11,BF06F,David,Despatch,30018,Pick
DrRG12DoBl,Drawer RGAP 1200 Door Black,Drawer,RGAP,1200,Door,Black,8*1*1,8,AQ97A,David,Despatch,30028,Pick
MoRe27WiNa,Mouse Rerar 270 Wireled Navi,Mouse,Rerar,270,Wireled,Navi,16*10*1,160,CY58A,Mike,Despatch,30085,Pick
DrWE12DoBe,Drawer WENO 1200 Door Beige,Drawer,WENO,1200,Door,Beige,8*1*1,8,BZ21G,David,Despatch,30079,Pick
CuQE12DoBl,Cupboard QEKI 1200 Door Black,Cupboard,QEKI,1200,Door,Black,8*1*1,8,CV49F,Alex,Despatch,30085,Pick
KeSu27WiWh,Keyboard Susa 270 Wireled White,Keyboard,Susa,270,Wireled,White,16*10*1,87,AJ06C,Chris,Despatch,30039,Pick
LaRe178GWh,"Laptop Rezar 17"" 8GB RAM White",Laptop,Rezar,"17""",8GB RAM,White,16*1*1,16,DW07E,Alex,Despatch,30096,Pick
AlRe1716Wh,"All-in-one Rezar 17"" 16GB RAM White",All-in-one,Rezar,"17""",16GB RAM,White,16*1*1,16,BR67B,Chris,Despatch,30063,Pick
AlSu1532Wh,"All-in-one Susa 15"" 32GB RAM White",All-in-one,Susa,"15""",32GB RAM,White,16*1*1,4,AN76E,Sarah,Despatch,30088,Pick
TaCI10AdWh,Table CITSATNAF 1000 Adjustable White,Table,CITSATNAF,1000,Adjustable,White,8*1*1,1,DQ44F,John,Despatch,30053,Pick
NoExA5doSi,Notebook Excercise A5 dot Silver,Notebook,Excercise,A5,dot,Silver,48*10*5,2400,CV28H,Laura,Despatch,30018,Pick
SPGi12SoGr,SPen Gib 12 Soluble Grey,SPen,Gib,12,Soluble,Grey,48*10*5,1700,DK05A,Laura,Despatch,30084,Pick
AlOv158GWh,"All-in-one Ovonel 15"" 8GB RAM White",All-in-one,Ovonel,"15""",8GB RAM,White,16*1*1,12,BI16B,Mike,Despatch,30097,Pick
OfSESHePi,Office Chair SEWOL S Head pillow Pink,Office Chair,SEWOL,S,Head pillow,Pink,16*1*1,16,CO18F,Amy,Despatch,30052,Pick
CuWE90LoWh,Cupboard WENO 900 Locker White,Cupboard,WENO,900,Locker,White,8*1*1,6,BP45C,David,Despatch,30011,Pick
MoRe35BlPi,Mouse Rerar 350 Bluetooth Pink,Mouse,Rerar,350,Bluetooth,Pink,16*10*1,160,CI96F,Laura,Despatch,30045,Pick
KeSu35WiBl,Keyboard Susa 350 Wireled Black,Keyboard,Susa,350,Wireled,Black,16*10*1,120,BL30E,David,Despatch,30056,Pick
GaAELErPi,Gaming Chair AEKI L Ergonomic Pink,Gaming Chair,AEKI,L,Ergonomic,Pink,16*1*1,16,DV49H,John,Despatch,30052,Pick
KeRe27MePi,Keyboard Rerar 270 Mechanical Pink,Keyboard,Rerar,270,Mechanical,Pink,16*10*1,160,AF63D,John,Despatch,30003,Pick
TaCI15AuWh,Table CITSATNAF 1500 Auto Adjustable White,Table,CITSATNAF,1500,Auto Adjustable,White,8*1*1,6,CJ65F,Laura,Despatch,30005,Pick
TVGL50S4Bl,"TV GL 50"" S4K Black",TV,GL,"50""",S4K,Black,8*1*1,8,DM30B,David,Despatch,30035,Pick
TaTR18WoSi,Table TRAMA 1800 Workstation Silver,Table,TRAMA,1800,Workstation,Silver,8*1*1,8,DG40A,John,Despatch,30000,Pick
NoScA5doGr,Notebook Scrap A5 dot Grey,Notebook,Scrap,A5,dot,Grey,48*10*5,1917,DO93H,Mike,Despatch,30043,Pick
TVGn32FHSi,"TV Gnusmag 32"" FHD Silver",TV,Gnusmag,"32""",FHD,Silver,8*1*1,8,CT18F,David,Despatch,30088,Pick
PrPHA2InMi,Printer PH A2 Inkjet Mix,Printer,PH,A2,Inkjet,Mix,16*1*1,16,DZ34E,David,Despatch,30010,Pick
KeHc35WiPi,Keyboard Hcetigol 350 Wireled Pink,Keyboard,Hcetigol,350,Wireled,Pink,16*10*1,7,BX33A,David,Despatch,30068,Pick
TVGL32S4Si,"TV GL 32"" S4K Silver",TV,GL,"32""",S4K,Silver,8*1*1,2,CT49H,John,Despatch,30061,Pick
LaPH1716Gr,"Laptop PH 17"" 16GB RAM Grey",Laptop,PH,"17""",16GB RAM,Grey,16*1*1,1,DS19F,Chris,Despatch,30080,Pick
GaOGLLeBl,Gaming Chair OGAP L Leather Black,Gaming Chair,OGAP,L,Leather,Black,16*1*1,16,BZ23E,Laura,Despatch,30054,Pick
CaTE90DoBl,Cabinet TEWOL 900 Door Black,Cabinet,TEWOL,900,Door,Black,8*1*1,2,BH95A,Jane,Despatch,30072,Pick
TVYn504KBl,"TV Ynos 50"" 4K Black",TV,Ynos,"50""",4K,Black,8*1*1,8,CX79F,Laura,Despatch,30043,Pick
CuWE90LoWh,Cupboard WENO 900 Locker White,Cupboard,WENO,900,Locker,White,8*1*1,7,CF07C,Laura,Despatch,30096,Pick
SPNa24HePi,SPen Nalin 24 Hexagonal Pink,SPen,Nalin,24,Hexagonal,Pink,48*10*5,2097,AX84A,Chris,Despatch,30088,Pick
TVGn50SFGr,"TV Gnusmag 50"" SFHD Grey",TV,Gnusmag,"50""",SFHD,Grey,8*1*1,3,BY24C,David,Despatch,30092,Pick
PrNoA3WiGr,Printer Nospe A3 Wifi Grey,Printer,Nospe,A3,Wifi,Grey,16*1*1,15,AG52C,Jane,Despatch,30026,Pick
GaOGLHeGr,Gaming Chair OGAP L Head pillow Grey,Gaming Chair,OGAP,L,Head pillow,Grey,16*1*1,3,BV62C,Amy,Despatch,30063,Pick
KeRe27ErPi,Keyboard Rerar 270 Ergonomic Pink,Keyboard,Rerar,270,Ergonomic,Pink,16*10*1,104,AJ20E,Mike,Despatch,30086,Pick
TaTR10FrWh,Table TRAMA 1000 Frame White,Table,TRAMA,1000,Frame,White,8*1*1,8,BL98B,Sarah,Despatch,30024,Pick
TaAE10FrWh,Table AEKI 1000 Frame White,Table,AEKI,1000,Frame,White,8*1*1,5,CN05E,Mike,Despatch,30049,Pick
PrPHA4LaMi,Printer PH A4 Laser Mix,Printer,PH,A4,Laser,Mix,16*1*1,5,BM86B,Alex,Despatch,30027,Pick
TaTR15WoSi,Table TRAMA 1500 Workstation Silver,Table,TRAMA,1500,Workstation,Silver,8*1*1,7,CM19C,Sarah,Despatch,30051,Pick
LaSu178GGr,"Laptop Susa 17"" 8GB RAM Grey",Laptop,Susa,"17""",8GB RAM,Grey,16*1*1,16,CH57D,Laura,Despatch,30075,Pick
TaTR18WoBl,Table TRAMK 1800 Workstation Black,Table,TRAMK,1800,Workstation,Black,8*1*1,8,DO54C,David,Despatch,30099,Pick
CuTE18FiBl,Cupboard TEWOL 1800 Filing Black,Cupboard,TEWOL,1800,Filing,Black,8*1*1,4,BO86C,Laura,Despatch,30024,Pick
LaPH1416Wh,"Laptop PH 14"" 16GB RAM White",Laptop,PH,"14""",16GB RAM,White,16*1*1,14,AO42C,Mike,Despatch,30010,Pick
MoRe35ErNa,Mouse Rerar 350 Ergonomic Navi,Mouse,Rerar,350,Ergonomic,Navi,16*10*1,160,AP15C,Amy,Despatch,30065,Pick
MoRe45MeWh,Mouse Rerar 450 Mechanical White,Mouse,Rerar,450,Mechanical,White,16*10*1,11,BT10G,Mike,Despatch,30017,Pick
PrNoA4WiMi,Printer Nospe A4 Wifi Mix,Printer,Nospe,A4,Wifi,Mix,16*1*1,12,BY12F,John,Despatch,30043,Pick
KePH35WiBl,Keyboard PH 350 Wireled Black,Keyboard,PH,350,Wireled,Black,16*10*1,160,AN04H,Sarah,Despatch,30076,Pick
CaTE18SlBe,Cabinet TEWOL 1800 Sliding Beige,Cabinet,TEWOL,1800,Sliding,Beige,8*1*1,8,DP87B,Amy,Despatch,30030,Pick
MoRe35ErBl,Mouse Rerar 350 Ergonomic Black,Mouse,Rerar,350,Ergonomic,Black,16*10*1,160,BK89C,Sarah,Despatch,30002,Pick
LaYn17i5Bl,"Laptop Ynos 17"" i5 Black",Laptop,Ynos,"17""",i5,Black,16*1*1,16,DZ63C,Laura,Despatch,30046,Pick
PrPHA3MoWh,Printer PH A3 Mono White,Printer,PH,A3,Mono,White,16*1*1,1,CN45G,Chris,Despatch,30072,Pick
AlOv15i7Gr,"All-in-one Ovonel 15"" i7 Grey",All-in-one,Ovonel,"15""",i7,Grey,16*1*1,5,CI86F,Laura,Despatch,30078,Pick
DrWE18SlGr,Drawer WENO 1800 Sliding Grey,Drawer,WENO,1800,Sliding,Grey,8*1*1,8,BR46B,Laura,Despatch,30000,Pick
TaTR18WoSi,Table TRAMA 1800 Workstation Silver,Table,TRAMA,1800,Workstation,Silver,8*1*1,8,AK45F,Sarah,Despatch,30091,Pick
CaWE90SlGr,Cabinet WENO 900 Sliding Grey,Cabinet,WENO,900,Sliding,Grey,8*1*1,8,DP32D,Emily,Despatch,30020,Pick
PeGi50WaPi,Pencil Gib 50 Watercolour Pink,Pencil,Gib,50,Watercolour,Pink,48*10*5,219,DQ84F,Laura,Despatch,30097,Pick
TaTR18FrSi,Table TRAMK 1800 Frame Silver,Table,TRAMK,1800,Frame,Silver,8*1*1,3,CN74B,Amy,Despatch,30065,Pick
TVEs50SFSi,"TV Esnesih 50"" SFHD Silver",TV,Esnesih,"50""",SFHD,Silver,8*1*1,8,AK53G,Amy,Despatch,30007,Pick
PeRe24HeGr,Pencil Reldeats 24 Hexagonal Grey,Pencil,Reldeats,24,Hexagonal,Grey,48*10*5,2400,CR25A,Emily,Despatch,30031,Pick
OfAELAdWh,Office Chair AEKI L Adjustable White,Office Chair,AEKI,L,Adjustable,White,16*1*1,16,CW31A,Laura,Despatch,30001,Pick
CaTE90FiGr,Cabinet TEWOL 900 Filing Grey,Cabinet,TEWOL,900,Filing,Grey,8*1*1,1,AL96C,Emily,Despatch,30038,Pick
CaWE90LoWh,Cabinet WENO 900 Locker White,Cabinet,WENO,900,Locker,White,8*1*1,8,BM16B,Chris,Despatch,30024,Pick
MoPH45WiNa,Mouse PH 450 Wireled Navi,Mouse,PH,450,Wireled,Navi,16*10*1,160,AZ57D,David,Despatch,30027,Pick
LaYn15i5Gr,"Laptop Ynos 15"" i5 Grey",Laptop,Ynos,"15""",i5,Grey,16*1*1,16,AX95A,Sarah,Despatch,30000,Pick
AlPH15i5Gr,"All-in-one PH 15"" i5 Grey",All-in-one,PH,"15""",i5,Grey,16*1*1,2,CI40G,Jane,Despatch,30017,Pick
NoMuA5doBl,Notebook Music A5 dot Black,Notebook,Music,A5,dot,Black,48*10*5,2400,AH49G,Emily,Despatch,30077,Pick
DrRG12LoBl,Drawer RGAP 1200 Locker Black,Drawer,RGAP,1200,Locker,Black,8*1*1,8,BN93B,Amy,Despatch,30032,Pick
PrSoA2MoWh,Printer Sonac A2 Mono White,Printer,Sonac,A2,Mono,White,16*1*1,2,BU74H,Chris,Despatch,30074,Pick
PeRe12SoGr,Pencil Reldeats 12 Soluble Grey,Pencil,Reldeats,12,Soluble,Grey,48*10*5,819,BN82C,John,Despatch,30002,Pick
AlSu1532Si,"All-in-one Susa 15"" 32GB RAM Silver",All-in-one,Susa,"15""",32GB RAM,Silver,16*1*1,10,AH01D,John,Despatch,30075,Pick
CuQE18LoGr,Cupboard QEKI 1800 Locker Grey,Cupboard,QEKI,1800,Locker,Grey,8*1*1,2,CH16H,Laura,Despatch,30026,Pick
MoPH35MePi,Mouse PH 350 Mechanical Pink,Mouse,PH,350,Mechanical,Pink,16*10*1,38,DH44H,Laura,Despatch,30022,Pick
CaTE12FiGr,Cabinet TEWOL 1200 Filing Grey,Cabinet,TEWOL,1200,Filing,Grey,8*1*1,8,BS45E,Emily,Despatch,30020,Pick
KeRe27WiNa,Keyboard Rerar 270 Wireled Navi,Keyboard,Rerar,270,Wireled,Navi,16*10*1,150,CU60B,Amy,Despatch,30060,Pick
TVEs424KSi,"TV Esnesih 42"" 4K Silver",TV,Esnesih,"42""",4K,Silver,8*1*1,8,CK74H,Emily,Despatch,30081,Pick
DrTE90SlGr,Drawer TEWOL 900 Sliding Grey,Drawer,TEWOL,900,Sliding,Grey,8*1*1,1,DL38A,Alex,Despatch,30037,Pick
NoMuA5ruWh,Notebook Music A5 ruled White,Notebook,Music,A5,ruled,White,48*10*5,2400,AO41C,David,Despatch,30005,Pick
GaAESErPi,Gaming Chair AEKI S Ergonomic Pink,Gaming Chair,AEKI,S,Ergonomic,Pink,16*1*1,9,BG25D,Laura,Despatch,30086,Pick
AlPH1732Si,"All-in-one PH 17"" 32GB RAM Silver",All-in-one,PH,"17""",32GB RAM,Silver,16*1*1,16,CK21B,David,Despatch,30027,Pick
TaTR10AuGr,Table TRAMK 1000 Auto Adjustable Grey,Table,TRAMK,1000,Auto Adjustable,Grey,8*1*1,8,DQ82E,Mike,Despatch,30078,Pick
LaPH178GBl,"Laptop PH 17"" 8GB RAM Black",Laptop,PH,"17""",8GB RAM,Black,16*1*1,1,AR30B,John,Despatch,30022,Pick
AlSu1532Gr,"All-in-one Susa 15"" 32GB RAM Grey",All-in-one,Susa,"15""",32GB RAM,Grey,16*1*1,16,BY67F,Chris,Despatch,30014,Pick
AlYn17i7Wh,"All-in-one Ynos 17"" i7 White",All-in-one,Ynos,"17""",i7,White,16*1*1,7,DO97D,Sarah,Despatch,30079,Pick
GaSEMLeGr,Gaming Chair SEWOL M Leather Grey,Gaming Chair,SEWOL,M,Leather,Grey,16*1*1,16,BN73G,Alex,Despatch,30043,Pick
AlRe1416Bl,"All-in-one Rezar 14"" 16GB RAM Black",All-in-one,Rezar,"14""",16GB RAM,Black,16*1*1,8,BO90A,David,Despatch,30055,Pick
TVYn754KBl,"TV Ynos 75"" 4K Black",TV,Ynos,"75""",4K,Black,8*1*1,6,CP71B,David,Despatch,30076,Pick
KeHc45ErPi,Keyboard Hcetigol 450 Ergonomic Pink,Keyboard,Hcetigol,450,Ergonomic,Pink,16*10*1,110,CF75F,Emily,Despatch,30097,Pick
MoHc27WiNa,Mouse Hcetigol 270 Wireled Navi,Mouse,Hcetigol,270,Wireled,Navi,16*10*1,160,AK14E,David,Despatch,30064,Pick
GaAEMLeBl,Gaming Chair AEKI M Leather Black,Gaming Chair,AEKI,M,Leather,Black,16*1*1,16,AI69B,Mike,Despatch,30066,Pick
CaWE18DoGr,Cabinet WENO 1800 Door Grey,Cabinet,WENO,1800,Door,Grey,8*1*1,2,DR71F,Chris,Despatch,30080,Pick
GaOGLErGr,Gaming Chair OGAP L Ergonomic Grey,Gaming Chair,OGAP,L,Ergonomic,Grey,16*1*1,4,DQ16G,Alex,Despatch,30098,Pick
SPGi50SoGr,SPen Gib 50 Soluble Grey,SPen,Gib,50,Soluble,Grey,48*10*5,2329,BX82C,John,Despatch,30008,Pick
CaQE90SlWh,Cabinet QEKI 900 Sliding White,Cabinet,QEKI,900,Sliding,White,8*1*1,8,AP13E,John,Despatch,30000,Pick
AlRe158GGr,"All-in-one Rezar 15"" 8GB RAM Grey",All-in-one,Rezar,"15""",8GB RAM,Grey,16*1*1,16,CW21H,Amy,Despatch,30004,Pick
PeGi24HeWh,Pencil Gib 24 Hexagonal White,Pencil,Gib,24,Hexagonal,White,48*10*5,2400,BJ17G,David,Despatch,30072,Pick
AlPH1432Gr,"All-in-one PH 14"" 32GB RAM Grey",All-in-one,PH,"14""",32GB RAM,Grey,16*1*1,16,AH21E,Jane,Despatch,30052,Pick
TaTR15FrSi,Table TRAMA 1500 Frame Silver,Table,TRAMA,1500,Frame,Silver,8*1*1,3,DI07A,Sarah,Despatch,30029,Pick
KeHc27ErBl,Keyboard Hcetigol 270 Ergonomic Black,Keyboard,Hcetigol,270,Ergonomic,Black,16*10*1,160,BN27D,Sarah,Despatch,30038,Pick
PrNoA3AlWh,Printer Nospe A3 All-in-one White,Printer,Nospe,A3,All-in-one,White,16*1*1,1,CK16B,Chris,Despatch,30038,Pick
AlSu17i7Gr,"All-in-one Susa 17"" i7 Grey",All-in-one,Susa,"17""",i7,Grey,16*1*1,14,DQ45H,Alex,Despatch,30009,Pick
CuQE12SlWh,Cupboard QEKI 1200 Sliding White,Cupboard,QEKI,1200,Sliding,White,8*1*1,6,BN45H,John,Despatch,30064,Pick
AlYn178GGr,"All-in-one Ynos 17"" 8GB RAM Grey",All-in-one,Ynos,"17""",8GB RAM,Grey,16*1*1,1,DJ70B,Amy,Despatch,30051,Pick
AlYn1516Wh,"All-in-one Ynos 15"" 16GB RAM White",All-in-one,Ynos,"15""",16GB RAM,White,16*1*1,16,AY88G,Emily,Despatch,30017,Pick
SPRe12HePi,SPen Reldeats 12 Hexagonal Pink,SPen,Reldeats,12,Hexagonal,Pink,48*10*5,1306,CV52H,David,Despatch,30099,Pick
CaTE12DoGr,Cabinet TEWOL 1200 Door Grey,Cabinet,TEWOL,1200,Door,Grey,8*1*1,4,DZ04B,Chris,Despatch,30002,Pick
CuWE12FiBe,Cupboard WENO 1200 Filing Beige,Cupboard,WENO,1200,Filing,Beige,8*1*1,8,BU54E,Sarah,Despatch,30056,Pick
AlRe14i5Si,"All-in-one Rezar 14"" i5 Silver",All-in-one,Rezar,"14""",i5,Silver,16*1*1,2,AZ41G,John,Despatch,30026,Pick
TaCI18WoSi,Table CITSATNAF 1800 Workstation Silver,Table,CITSATNAF,1800,Workstation,Silver,8*1*1,8,DO28F,Mike,Despatch,30012,Pick
SPGi50WaBl,SPen Gib 50 Watercolour Black,SPen,Gib,50,Watercolour,Black,48*10*5,2203,BF02E,Mike,Despatch,30029,Pick
KeRe45BlBl,Keyboard Rerar 450 Bluetooth Black,Keyboard,Rerar,450,Bluetooth,Black,16*10*1,160,DT33D,Amy,Despatch,30026,Pick
KeRe45ErPi,Keyboard Rerar 450 Ergonomic Pink,Keyboard,Rerar,450,Ergonomic,Pink,16*10*1,160,AF15G,David,Despatch,30093,Pick
KeHc27MeWh,Keyboard Hcetigol 270 Mechanical White,Keyboard,Hcetigol,270,Mechanical,White,16*10*1,123,CJ30D,Jane,Despatch,30031,Pick
SPNa50WaPi,SPen Nalin 50 Watercolour Pink,SPen,Nalin,50,Watercolour,Pink,48*10*5,2400,DS47C,David,Despatch,30007,Pick
NoScA4ruBl,Notebook Scrap A4 ruled Black,Notebook,Scrap,A4,ruled,Black,48*10*5,881,BR18B,Chris,Despatch,30063,Pick
MoHc27MePi,Mouse Hcetigol 270 Mechanical Pink,Mouse,Hcetigol,270,Mechanical,Pink,16*10*1,23,CS08G,Chris,Despatch,30087,Pick
PrSoA2LaMi,Printer Sonac A2 Laser Mix,Printer,Sonac,A2,Laser,Mix,16*1*1,16,CQ55H,Emily,Despatch,30055,Pick
MoHc27WiNa,Mouse Hcetigol 270 Wireled Navi,Mouse,Hcetigol,270,Wireled,Navi,16*10*1,157,CT93E,John,Despatch,30099,Pick
TaCI10WoWh,Table CITSATNAF 1000 Workstation White,Table,CITSATNAF,1000,Workstation,White,8*1*1,5,AO71F,Jane,Despatch,30048,Pick
LaPH148GWh,"Laptop PH 14"" 8GB RAM White",Laptop,PH,"14""",8GB RAM,White,16*1*1,7,AV92C,Jane,Despatch,30026,Pick
SPAl12SoBl,SPen Aloyarc 12 Soluble Black,SPen,Aloyarc,12,Soluble,Black,48*10*5,2400,DP93G,Emily,Despatch,30017,Pick
MoHc45MeNa,Mouse Hcetigol 450 Mechanical Navi,Mouse,Hcetigol,450,Mechanical,Navi,16*10*1,160,AN81A,Laura,Despatch,30091,Pick
AlRe1732Si,"All-in-one Rezar 17"" 32GB RAM Silver",All-in-one,Rezar,"17""",32GB RAM,Silver,16*1*1,8,AU78F,Laura,Despatch,30023,Pick
NoScA5doBl,Notebook Scrap A5 dot Black,Notebook,Scrap,A5,dot,Black,48*10*5,2400,BP91C,Chris,Despatch,30063,Pick
NoExA3doSi,Notebook Excercise A3 dot Silver,Notebook,Excercise,A3,dot,Silver,48*10*5,1735,AR30E,Emily,Despatch,30031,Pick
PeGi50HeWh,Pencil Gib 50 Hexagonal White,Pencil,Gib,50,Hexagonal,White,48*10*5,2400,CQ32H,John,Despatch,30007,Pick
LaSu15i5Wh,"Laptop Susa 15"" i5 White",Laptop,Susa,"15""",i5,White,16*1*1,16,BY12B,Laura,Despatch,30047,Pick
GaAELHeGr,Gaming Chair AEKI L Head pillow Grey,Gaming Chair,AEKI,L,Head pillow,Grey,16*1*1,4,BX38A,Sarah,Despatch,30092,Pick
TaTR18FrWh,Table TRAMA 1800 Frame White,Table,TRAMA,1800,Frame,White,8*1*1,8,CK49G,Chris,Despatch,30033,Pick
GaSESAdPi,Gaming Chair SEWOL S Adjustable Pink,Gaming Chair,SEWOL,S,Adjustable,Pink,16*1*1,16,AK87B,Jane,Despatch,30099,Pick
CaQE12FiBl,Cabinet QEKI 1200 Filing Black,Cabinet,QEKI,1200,Filing,Black,8*1*1,8,CV71H,Alex,Despatch,30063,Pick
TVGn324KGr,"TV Gnusmag 32"" 4K Grey",TV,Gnusmag,"32""",4K,Grey,8*1*1,8,DT79C,Alex,Despatch,30088,Pick
PeGi24WaWh,Pencil Gib 24 Watercolour White,Pencil,Gib,24,Watercolour,White,48*10*5,724,DG94D,Jane,Despatch,30063,Pick
DrQE18LoBl,Drawer QEKI 1800 Locker Black,Drawer,QEKI,1800,Locker,Black,8*1*1,4,BG53F,Alex,Despatch,30086,Pick
KeRe27BlNa,Keyboard Rerar 270 Bluetooth Navi,Keyboard,Rerar,270,Bluetooth,Navi,16*10*1,19,AQ22C,Emily,Despatch,30088,Pick
CuTE18DoBl,Cupboard TEWOL 1800 Door Black,Cupboard,TEWOL,1800,Door,Black,8*1*1,8,DN31F,Chris,Despatch,30075,Pick
KePH35BlPi,Keyboard PH 350 Bluetooth Pink,Keyboard,PH,350,Bluetooth,Pink,16*10*1,160,CJ87C,Alex,Despatch,30039,Pick
TVEs75SFGr,"TV Esnesih 75"" SFHD Grey",TV,Esnesih,"75""",SFHD,Grey,8*1*1,2,BV64E,Jane,Despatch,30028,Pick
MoRe27ErPi,Mouse Rerar 270 Ergonomic Pink,Mouse,Rerar,270,Ergonomic,Pink,16*10*1,160,BX02A,Jane,Despatch,30063,Pick
PrNoA3MoWh,Printer Nospe A3 Mono White,Printer,Nospe,A3,Mono,White,16*1*1,8,AU10A,Alex,Despatch,30044,Pick
AlRe1432Bl,"All-in-one Rezar 14"" 32GB RAM Black",All-in-one,Rezar,"14""",32GB RAM,Black,16*1*1,16,AS06F,Amy,Despatch,30090,Pick
DrTE18DoBl,Drawer TEWOL 1800 Door Black,Drawer,TEWOL,1800,Door,Black,8*1*1,6,BO75G,Emily,Despatch,30064,Pick
TVYn75SFSi,"TV Ynos 75"" SFHD Silver",TV,Ynos,"75""",SFHD,Silver,8*1*1,7,CM98D,Laura,Despatch,30022,Pick
TVYn42SFBl,"TV Ynos 42"" SFHD Black",TV,Ynos,"42""",SFHD,Black,8*1*1,8,BN26G,Jane,Despatch,30096,Pick
LaRe178GWh,"Laptop Rezar 17"" 8GB RAM White",Laptop,Rezar,"17""",8GB RAM,White,16*1*1,16,AU66G,David,Despatch,30025,Pick
DrTE12SlBl,Drawer TEWOL 1200 Sliding Black,Drawer,TEWOL,1200,Sliding,Black,8*1*1,8,AU57F,David,Despatch,30015,Pick
TaAE15AuSi,Table AEKI 1500 Auto Adjustable Silver,Table,AEKI,1500,Auto Adjustable,Silver,8*1*1,8,DP09G,Sarah,Despatch,30034,Pick
KeSu45WiWh,Keyboard Susa 450 Wireled White,Keyboard,Susa,450,Wireled,White,16*10*1,160,BF92D,Jane,Despatch,30055,Pick
TVYn42SFBl,"TV Ynos 42"" SFHD Black",TV,Ynos,"42""",SFHD,Black,8*1*1,7,CZ70F,Sarah,Despatch,30094,Pick
SPGi12WaPi,SPen Gib 12 Watercolour Pink,SPen,Gib,12,Watercolour,Pink,48*10*5,2400,CW29F,Emily,Despatch,30077,Pick
LaOv1732Wh,"Laptop Ovonel 17"" 32GB RAM White",Laptop,Ovonel,"17""",32GB RAM,White,16*1*1,13,BL29H,Alex,Despatch,30028,Pick
KeSu27WiWh,Keyboard Susa 270 Wireled White,Keyboard,Susa,270,Wireled,White,16*10*1,160,CU09B,David,Despatch,30098,Pick
TaTR18WoBl,Table TRAMK 1800 Workstation Black,Table,TRAMK,1800,Workstation,Black,8*1*1,1,DU64A,Laura,Despatch,30031,Pick
AlRe14i5Si,"All-in-one Rezar 14"" i5 Silver",All-in-one,Rezar,"14""",i5,Silver,16*1*1,16,DT48G,David,Despatch,30002,Pick
OfAEMAdGr,Office Chair AEKI M Adjustable Grey,Office Chair,AEKI,M,Adjustable,Grey,16*1*1,3,CW58A,John,Despatch,30087,Pick
AlPH158GBl,"All-in-one PH 15"" 8GB RAM Black",All-in-one,PH,"15""",8GB RAM,Black,16*1*1,9,BH04C,John,Despatch,30053,Pick
PeRe24WaGr,Pencil Reldeats 24 Watercolour Grey,Pencil,Reldeats,24,Watercolour,Grey,48*10*5,475,CQ34A,Mike,Despatch,30058,Pick
GaAEMAdWh,Gaming Chair AEKI M Adjustable White,Gaming Chair,AEKI,M,Adjustable,White,16*1*1,7,BL25C,Sarah,Despatch,30008,Pick
