Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
PrPHA4InBl,Printer PH A4 Inkjet Black,Printer,PH,A4,Inkjet,Black,16*1*1,16,DX24A,David,Despatch,30084,Pick
NoExA3ruSi,Notebook Excercise A3 ruled Silver,Notebook,Excercise,A3,ruled,Silver,48*10*5,925,DZ85C,Amy,Despatch,30029,Pick
KeSu27WiPi,Keyboard Susa 270 Wireled Pink,Keyboard,Susa,270,Wireled,Pink,16*10*1,7,AY23G,Laura,Despatch,30061,Pick
NoGrA3liGr,Notebook Graph A3 line Grey,Notebook,Graph,A3,line,Grey,48*10*5,2016,AP61C,Amy,Despatch,30049,Pick
LaRe148GWh,"Laptop Rezar 14"" 8GB RAM White",Laptop,Rezar,"14""",8GB RAM,White,16*1*1,16,DR92C,Emily,Despatch,30073,Pick
DrWE18SlBl,Drawer WENO 1800 Sliding Black,Drawer,WENO,1800,Sliding,Black,8*1*1,4,AM43B,David,Despatch,30036,Pick
AlRe17i5Gr,"All-in-one Rezar 17"" i5 Grey",All-in-one,Rezar,"17""",i5,Grey,16*1*1,16,CQ34D,Emily,Despatch,30047,Pick
KeHc27MeBl,Keyboard Hcetigol 270 Mechanical Black,Keyboard,Hcetigol,270,Mechanical,Black,16*10*1,126,AV37D,Jane,Despatch,30098,Pick
SPAl12SoBl,SPen Aloyarc 12 Soluble Black,SPen,Aloyarc,12,Soluble,Black,48*10*5,2400,DI18B,John,Despatch,30003,Pick
KeHc35ErWh,Keyboard Hcetigol 350 Ergonomic White,Keyboard,Hcetigol,350,Ergonomic,White,16*10*1,160,BO13B,David,Despatch,30004,Pick
LaOv14i5Bl,"Laptop Ovonel 14"" i5 Black",Laptop,Ovonel,"14""",i5,Black,16*1*1,16,CR43A,Alex,Despatch,30066,Pick
CaQE12LoBe,Cabinet QEKI 1200 Locker Beige,Cabinet,QEKI,1200,Locker,Beige,8*1*1,8,DT24D,Mike,Despatch,30003,Pick
DrTE12LoBe,Drawer TEWOL 1200 Locker Beige,Drawer,TEWOL,1200,Locker,Beige,8*1*1,8,BT88F,Sarah,Despatch,30097,Pick
CuQE12LoBe,Cupboard QEKI 1200 Locker Beige,Cupboard,QEKI,1200,Locker,Beige,8*1*1,8,CG23D,Jane,Despatch,30078,Pick
GaOGMErBl,Gaming Chair OGAP M Ergonomic Black,Gaming Chair,OGAP,M,Ergonomic,Black,16*1*1,16,AK58H,Sarah,Despatch,30028,Pick
PrPHA3WiGr,Printer PH A3 Wifi Grey,Printer,PH,A3,Wifi,Grey,16*1*1,16,DZ48F,David,Despatch,30087,Pick
DrQE90LoGr,Drawer QEKI 900 Locker Grey,Drawer,QEKI,900,Locker,Grey,8*1*1,8,AM98E,Emily,Despatch,30009,Pick
LaPH1516Si,"Laptop PH 15"" 16GB RAM Silver",Laptop,PH,"15""",16GB RAM,Silver,16*1*1,14,DY26C,Chris,Despatch,30065,Pick
KePH35MeBl,Keyboard PH 350 Mechanical Black,Keyboard,PH,350,Mechanical,Black,16*10*1,14,CL21B,Sarah,Despatch,30005,Pick
SPRe50HeWh,SPen Reldeats 50 Hexagonal White,SPen,Reldeats,50,Hexagonal,White,48*10*5,2166,DL78F,John,Despatch,30021,Pick
DrRG90DoBe,Drawer RGAP 900 Door Beige,Drawer,RGAP,900,Door,Beige,8*1*1,8,DM42B,David,Despatch,30051,Pick
CaTE90LoBl,Cabinet TEWOL 900 Locker Black,Cabinet,TEWOL,900,Locker,Black,8*1*1,5,DV48D,Mike,Despatch,30083,Pick
GaAELHeWh,Gaming Chair AEKI L Head pillow White,Gaming Chair,AEKI,L,Head pillow,White,16*1*1,16,BM53E,Laura,Despatch,30010,Pick
AlPH15i5Bl,"All-in-one PH 15"" i5 Black",All-in-one,PH,"15""",i5,Black,16*1*1,13,AY29E,Amy,Despatch,30064,Pick
GaOGMLeGr,Gaming Chair OGAP M Leather Grey,Gaming Chair,OGAP,M,Leather,Grey,16*1*1,16,DJ63H,Laura,Despatch,30092,Pick
SPGi24SoPi,SPen Gib 24 Soluble Pink,SPen,Gib,24,Soluble,Pink,48*10*5,1790,DY12H,Jane,Despatch,30018,Pick
MoRe27BlNa,Mouse Rerar 270 Bluetooth Navi,Mouse,Rerar,270,Bluetooth,Navi,16*10*1,160,DX91A,David,Despatch,30039,Pick
LaOv1516Wh,"Laptop Ovonel 15"" 16GB RAM White",Laptop,Ovonel,"15""",16GB RAM,White,16*1*1,16,BP86C,Chris,Despatch,30064,Pick
GaOGLAdPi,Gaming Chair OGAP L Adjustable Pink,Gaming Chair,OGAP,L,Adjustable,Pink,16*1*1,16,BJ68D,Alex,Despatch,30063,Pick
CuWE18LoBl,Cupboard WENO 1800 Locker Black,Cupboard,WENO,1800,Locker,Black,8*1*1,2,DJ91F,Jane,Despatch,30043,Pick
PeNa24WaPi,Pencil Nalin 24 Watercolour Pink,Pencil,Nalin,24,Watercolour,Pink,48*10*5,2400,BU56E,Emily,Despatch,30032,Pick
GaOGSErWh,Gaming Chair OGAP S Ergonomic White,Gaming Chair,OGAP,S,Ergonomic,White,16*1*1,6,CI82B,David,Despatch,30060,Pick
TVGL654KWh,"TV GL 65"" 4K White",TV,GL,"65""",4K,White,8*1*1,4,DI94E,Emily,Despatch,30013,Pick
OfAELErGr,Office Chair AEKI L Ergonomic Grey,Office Chair,AEKI,L,Ergonomic,Grey,16*1*1,9,CI08A,David,Despatch,30048,Pick
LaRe15i7Gr,"Laptop Rezar 15"" i7 Grey",Laptop,Rezar,"15""",i7,Grey,16*1*1,16,AP64E,Jane,Despatch,30006,Pick
AlYn15i5Gr,"All-in-one Ynos 15"" i5 Grey",All-in-one,Ynos,"15""",i5,Grey,16*1*1,5,BR45F,John,Despatch,30078,Pick
PeAl12WaBl,Pencil Aloyarc 12 Watercolour Black,Pencil,Aloyarc,12,Watercolour,Black,48*10*5,819,BK78D,Alex,Despatch,30095,Pick
TVYn50FHBl,"TV Ynos 50"" FHD Black",TV,Ynos,"50""",FHD,Black,8*1*1,8,DI14G,Chris,Despatch,30039,Pick
CuQE12SlBl,Cupboard QEKI 1200 Sliding Black,Cupboard,QEKI,1200,Sliding,Black,8*1*1,8,CP06C,Amy,Despatch,30013,Pick
PrPHA3WiWh,Printer PH A3 Wifi White,Printer,PH,A3,Wifi,White,16*1*1,14,BM61G,Mike,Despatch,30028,Pick
KeHc27MeNa,Keyboard Hcetigol 270 Mechanical Navi,Keyboard,Hcetigol,270,Mechanical,Navi,16*10*1,150,DT40E,David,Despatch,30075,Pick
LaPH1532Gr,"Laptop PH 15"" 32GB RAM Grey",Laptop,PH,"15""",32GB RAM,Grey,16*1*1,16,DF27F,Alex,Despatch,30046,Pick
CuRG18LoGr,Cupboard RGAP 1800 Locker Grey,Cupboard,RGAP,1800,Locker,Grey,8*1*1,8,BG06E,Mike,Despatch,30042,Pick
AlPH1432Gr,"All-in-one PH 14"" 32GB RAM Grey",All-in-one,PH,"14""",32GB RAM,Grey,16*1*1,16,DL60H,Laura,Despatch,30045,Pick
GaOGMErPi,Gaming Chair OGAP M Ergonomic Pink,Gaming Chair,OGAP,M,Ergonomic,Pink,16*1*1,4,DG75D,Sarah,Despatch,30083,Pick
LaPH14i7Si,"Laptop PH 14"" i7 Silver",Laptop,PH,"14""",i7,Silver,16*1*1,16,CQ53G,Laura,Despatch,30054,Pick
DrTE18FiGr,Drawer TEWOL 1800 Filing Grey,Drawer,TEWOL,1800,Filing,Grey,8*1*1,8,DV61C,Emily,Despatch,30008,Pick
SPRe12HeGr,SPen Reldeats 12 Hexagonal Grey,SPen,Reldeats,12,Hexagonal,Grey,48*10*5,2400,DT75H,Chris,Despatch,30030,Pick
PeAl50SoBl,Pencil Aloyarc 50 Soluble Black,Pencil,Aloyarc,50,Soluble,Black,48*10*5,167,DM62H,Emily,Despatch,30059,Pick
TVEs32FHGr,"TV Esnesih 32"" FHD Grey",TV,Esnesih,"32""",FHD,Grey,8*1*1,8,BI43G,Jane,Despatch,30042,Pick
LaPH14i7Bl,"Laptop PH 14"" i7 Black",Laptop,PH,"14""",i7,Black,16*1*1,16,CI48F,Jane,Despatch,30034,Pick
PrReA2MoBl,Printer Rehtorb A2 Mono Black,Printer,Rehtorb,A2,Mono,Black,16*1*1,16,BR39D,Emily,Despatch,30048,Pick
CaTE90FiBl,Cabinet TEWOL 900 Filing Black,Cabinet,TEWOL,900,Filing,Black,8*1*1,3,DS93G,Sarah,Despatch,30006,Pick
NoGrA5ruWh,Notebook Graph A5 ruled White,Notebook,Graph,A5,ruled,White,48*10*5,2400,AG20D,Chris,Despatch,30006,Pick
KeSu35ErNa,Keyboard Susa 350 Ergonomic Navi,Keyboard,Susa,350,Ergonomic,Navi,16*10*1,19,AT73B,Emily,Despatch,30033,Pick
TaTR15WoGr,Table TRAMK 1500 Workstation Grey,Table,TRAMK,1500,Workstation,Grey,8*1*1,3,CG95E,David,Despatch,30004,Pick
OfXELLeWh,Office Chair XENO L Leather White,Office Chair,XENO,L,Leather,White,16*1*1,16,AG04F,Chris,Despatch,30086,Pick
GaSELErPi,Gaming Chair SEWOL L Ergonomic Pink,Gaming Chair,SEWOL,L,Ergonomic,Pink,16*1*1,16,CG22H,Emily,Despatch,30099,Pick
SPRe50HeGr,SPen Reldeats 50 Hexagonal Grey,SPen,Reldeats,50,Hexagonal,Grey,48*10*5,2400,BG26D,Mike,Despatch,30090,Pick
CaTE18LoGr,Cabinet TEWOL 1800 Locker Grey,Cabinet,TEWOL,1800,Locker,Grey,8*1*1,6,DX78E,Sarah,Despatch,30031,Pick
LaOv17i7Si,"Laptop Ovonel 17"" i7 Silver",Laptop,Ovonel,"17""",i7,Silver,16*1*1,13,BX65H,Chris,Despatch,30068,Pick
GaOGSAdWh,Gaming Chair OGAP S Adjustable White,Gaming Chair,OGAP,S,Adjustable,White,16*1*1,16,BG17F,Amy,Despatch,30063,Pick
MoRe35ErBl,Mouse Rerar 350 Ergonomic Black,Mouse,Rerar,350,Ergonomic,Black,16*10*1,160,DH51A,David,Despatch,30031,Pick
PrSoA3MoBl,Printer Sonac A3 Mono Black,Printer,Sonac,A3,Mono,Black,16*1*1,16,BW73F,John,Despatch,30017,Pick
CaWE12FiBl,Cabinet WENO 1200 Filing Black,Cabinet,WENO,1200,Filing,Black,8*1*1,5,CF68H,Emily,Despatch,30069,Pick
GaSELAdGr,Gaming Chair SEWOL L Adjustable Grey,Gaming Chair,SEWOL,L,Adjustable,Grey,16*1*1,16,AX94C,Mike,Despatch,30031,Pick
TaTR15WoBl,Table TRAMK 1500 Workstation Black,Table,TRAMK,1500,Workstation,Black,8*1*1,8,CK92C,Emily,Despatch,30079,Pick
CuWE90SlBl,Cupboard WENO 900 Sliding Black,Cupboard,WENO,900,Sliding,Black,8*1*1,3,DR94H,Alex,Despatch,30067,Pick
DrRG12SlWh,Drawer RGAP 1200 Sliding White,Drawer,RGAP,1200,Sliding,White,8*1*1,8,DP20F,Alex,Despatch,30091,Pick
SPRe12SoPi,SPen Reldeats 12 Soluble Pink,SPen,Reldeats,12,Soluble,Pink,48*10*5,1388,CF85D,David,Despatch,30070,Pick
AlRe15i5Wh,"All-in-one Rezar 15"" i5 White",All-in-one,Rezar,"15""",i5,White,16*1*1,16,BU20A,Alex,Despatch,30023,Pick
TVGL42FHGr,"TV GL 42"" FHD Grey",TV,GL,"42""",FHD,Grey,8*1*1,7,CM95A,Jane,Despatch,30050,Pick
KeRe45BlPi,Keyboard Rerar 450 Bluetooth Pink,Keyboard,Rerar,450,Bluetooth,Pink,16*10*1,26,CQ61G,David,Despatch,30048,Pick
CuQE12DoBl,Cupboard QEKI 1200 Door Black,Cupboard,QEKI,1200,Door,Black,8*1*1,1,CG83C,Amy,Despatch,30010,Pick
TVYn65SFWh,"TV Ynos 65"" SFHD White",TV,Ynos,"65""",SFHD,White,8*1*1,8,DP68A,Alex,Despatch,30061,Pick
PeAl12SoWh,Pencil Aloyarc 12 Soluble White,Pencil,Aloyarc,12,Soluble,White,48*10*5,2400,CJ26B,Sarah,Despatch,30081,Pick
NoMuA4liBl,Notebook Music A4 line Black,Notebook,Music,A4,line,Black,48*10*5,2400,AT06F,Chris,Despatch,30084,Pick
GaAELErPi,Gaming Chair AEKI L Ergonomic Pink,Gaming Chair,AEKI,L,Ergonomic,Pink,16*1*1,16,DM63G,David,Despatch,30004,Pick
SPAl12HeWh,SPen Aloyarc 12 Hexagonal White,SPen,Aloyarc,12,Hexagonal,White,48*10*5,503,DG62G,Alex,Despatch,30006,Pick
AlOv1516Gr,"All-in-one Ovonel 15"" 16GB RAM Grey",All-in-one,Ovonel,"15""",16GB RAM,Grey,16*1*1,10,DU86B,Sarah,Despatch,30086,Pick
TVEs754KBl,"TV Esnesih 75"" 4K Black",TV,Esnesih,"75""",4K,Black,8*1*1,8,AP42C,Emily,Despatch,30004,Pick
KeHc35MePi,Keyboard Hcetigol 350 Mechanical Pink,Keyboard,Hcetigol,350,Mechanical,Pink,16*10*1,160,AZ03H,Chris,Despatch,30029,Pick
KeSu27MePi,Keyboard Susa 270 Mechanical Pink,Keyboard,Susa,270,Mechanical,Pink,16*10*1,147,DK61B,Emily,Despatch,30055,Pick
KePH45MeNa,Keyboard PH 450 Mechanical Navi,Keyboard,PH,450,Mechanical,Navi,16*10*1,69,CJ06D,Amy,Despatch,30082,Pick
PeGi24SoGr,Pencil Gib 24 Soluble Grey,Pencil,Gib,24,Soluble,Grey,48*10*5,2400,BS58F,Amy,Despatch,30055,Pick
SPNa50HeWh,SPen Nalin 50 Hexagonal White,SPen,Nalin,50,Hexagonal,White,48*10*5,1322,CX16E,Amy,Despatch,30009,Pick
NoExA5doSi,Notebook Excercise A5 dot Silver,Notebook,Excercise,A5,dot,Silver,48*10*5,2400,BX70D,Emily,Despatch,30017,Pick
DrTE90LoWh,Drawer TEWOL 900 Locker White,Drawer,TEWOL,900,Locker,White,8*1*1,8,AO66C,Jane,Despatch,30021,Pick
SPRe12HeWh,SPen Reldeats 12 Hexagonal White,SPen,Reldeats,12,Hexagonal,White,48*10*5,2400,AN48D,Mike,Despatch,30095,Pick
DrQE90LoGr,Drawer QEKI 900 Locker Grey,Drawer,QEKI,900,Locker,Grey,8*1*1,6,AK22D,Jane,Despatch,30084,Pick
CuRG12FiWh,Cupboard RGAP 1200 Filing White,Cupboard,RGAP,1200,Filing,White,8*1*1,8,BS16D,Mike,Despatch,30086,Pick
TVEs42SFGr,"TV Esnesih 42"" SFHD Grey",TV,Esnesih,"42""",SFHD,Grey,8*1*1,6,AY16F,Alex,Despatch,30021,Pick
TaAE10FrWh,Table AEKI 1000 Frame White,Table,AEKI,1000,Frame,White,8*1*1,8,AT92E,Alex,Despatch,30082,Pick
GaOGMLeWh,Gaming Chair OGAP M Leather White,Gaming Chair,OGAP,M,Leather,White,16*1*1,16,BN30C,Sarah,Despatch,30012,Pick
OfAESHePi,Office Chair AEKI S Head pillow Pink,Office Chair,AEKI,S,Head pillow,Pink,16*1*1,16,AY48G,Alex,Despatch,30040,Pick
PeRe12SoBl,Pencil Reldeats 12 Soluble Black,Pencil,Reldeats,12,Soluble,Black,48*10*5,2400,BQ50F,Mike,Despatch,30057,Pick
PeGi24HeGr,Pencil Gib 24 Hexagonal Grey,Pencil,Gib,24,Hexagonal,Grey,48*10*5,2400,DN80D,David,Despatch,30093,Pick
TVEs65S4Bl,"TV Esnesih 65"" S4K Black",TV,Esnesih,"65""",S4K,Black,8*1*1,4,AH72C,David,Despatch,30050,Pick
LaPH1532Wh,"Laptop PH 15"" 32GB RAM White",Laptop,PH,"15""",32GB RAM,White,16*1*1,16,BR71G,David,Despatch,30078,Pick
PeGi24SoPi,Pencil Gib 24 Soluble Pink,Pencil,Gib,24,Soluble,Pink,48*10*5,2400,CW82F,Mike,Despatch,30038,Pick
CuWE90DoWh,Cupboard WENO 900 Door White,Cupboard,WENO,900,Door,White,8*1*1,5,DX36B,Mike,Despatch,30016,Pick
TVGn65S4Bl,"TV Gnusmag 65"" S4K Black",TV,Gnusmag,"65""",S4K,Black,8*1*1,7,DS32B,Sarah,Despatch,30040,Pick
PrNoA3InWh,Printer Nospe A3 Inkjet White,Printer,Nospe,A3,Inkjet,White,16*1*1,8,BG60B,Alex,Despatch,30024,Pick
PrSoA3AlWh,Printer Sonac A3 All-in-one White,Printer,Sonac,A3,All-in-one,White,16*1*1,16,DJ83C,Mike,Despatch,30027,Pick
OfOGMLeGr,Office Chair OGAP M Leather Grey,Office Chair,OGAP,M,Leather,Grey,16*1*1,16,AZ66C,Alex,Despatch,30053,Pick
CuWE12FiWh,Cupboard WENO 1200 Filing White,Cupboard,WENO,1200,Filing,White,8*1*1,8,BF34B,Jane,Despatch,30064,Pick
TVGL50S4Si,"TV GL 50"" S4K Silver",TV,GL,"50""",S4K,Silver,8*1*1,1,AQ37B,Emily,Despatch,30023,Pick
PrNoA3AlWh,Printer Nospe A3 All-in-one White,Printer,Nospe,A3,All-in-one,White,16*1*1,16,AL63A,Laura,Despatch,30066,Pick
MoRe35ErBl,Mouse Rerar 350 Ergonomic Black,Mouse,Rerar,350,Ergonomic,Black,16*10*1,160,DW78G,Emily,Despatch,30027,Pick
CaWE18FiBl,Cabinet WENO 1800 Filing Black,Cabinet,WENO,1800,Filing,Black,8*1*1,8,DW88A,Sarah,Despatch,30098,Pick
TVGn42FHGr,"TV Gnusmag 42"" FHD Grey",TV,Gnusmag,"42""",FHD,Grey,8*1*1,8,AL59B,John,Despatch,30086,Pick
SPNa50WaGr,SPen Nalin 50 Watercolour Grey,SPen,Nalin,50,Watercolour,Grey,48*10*5,787,AY61G,Mike,Despatch,30001,Pick
AlOv15i5Si,"All-in-one Ovonel 15"" i5 Silver",All-in-one,Ovonel,"15""",i5,Silver,16*1*1,9,AP53F,Emily,Despatch,30095,Pick
AlYn14i7Wh,"All-in-one Ynos 14"" i7 White",All-in-one,Ynos,"14""",i7,White,16*1*1,16,CF51A,John,Despatch,30008,Pick
PrReA4WiMi,Printer Rehtorb A4 Wifi Mix,Printer,Rehtorb,A4,Wifi,Mix,16*1*1,16,AV58G,John,Despatch,30006,Pick
LaPH14i5Si,"Laptop PH 14"" i5 Silver",Laptop,PH,"14""",i5,Silver,16*1*1,16,DK03G,Sarah,Despatch,30085,Pick
LaRe14i5Gr,"Laptop Rezar 14"" i5 Grey",Laptop,Rezar,"14""",i5,Grey,16*1*1,2,AK52E,Mike,Despatch,30011,Pick
PrReA4AlGr,Printer Rehtorb A4 All-in-one Grey,Printer,Rehtorb,A4,All-in-one,Grey,16*1*1,16,DN75B,Amy,Despatch,30080,Pick
CaQE12SlBl,Cabinet QEKI 1200 Sliding Black,Cabinet,QEKI,1200,Sliding,Black,8*1*1,8,BQ39C,Sarah,Despatch,30042,Pick
LaOv1516Wh,"Laptop Ovonel 15"" 16GB RAM White",Laptop,Ovonel,"15""",16GB RAM,White,16*1*1,16,DN37B,Chris,Despatch,30096,Pick
TVEs42S4Bl,"TV Esnesih 42"" S4K Black",TV,Esnesih,"42""",S4K,Black,8*1*1,5,CG82D,Jane,Despatch,30091,Pick
PrPHA3AlWh,Printer PH A3 All-in-one White,Printer,PH,A3,All-in-one,White,16*1*1,8,BR58F,Laura,Despatch,30054,Pick
GaAESErPi,Gaming Chair AEKI S Ergonomic Pink,Gaming Chair,AEKI,S,Ergonomic,Pink,16*1*1,16,DF13B,Chris,Despatch,30054,Pick
AlRe148GWh,"All-in-one Rezar 14"" 8GB RAM White",All-in-one,Rezar,"14""",8GB RAM,White,16*1*1,16,AQ09A,John,Despatch,30043,Pick
TVEs42S4Gr,"TV Esnesih 42"" S4K Grey",TV,Esnesih,"42""",S4K,Grey,8*1*1,3,DI41F,Laura,Despatch,30075,Pick
DrQE90LoBe,Drawer QEKI 900 Locker Beige,Drawer,QEKI,900,Locker,Beige,8*1*1,8,AP31F,John,Despatch,30068,Pick
OfOGLAdWh,Office Chair OGAP L Adjustable White,Office Chair,OGAP,L,Adjustable,White,16*1*1,16,BF20H,Sarah,Despatch,30029,Pick
KeSu45WiNa,Keyboard Susa 450 Wireled Navi,Keyboard,Susa,450,Wireled,Navi,16*10*1,160,BT30A,Jane,Despatch,30013,Pick
AlRe17i7Wh,"All-in-one Rezar 17"" i7 White",All-in-one,Rezar,"17""",i7,White,16*1*1,16,DP71C,Laura,Despatch,30021,Pick
TVEs65FHWh,"TV Esnesih 65"" FHD White",TV,Esnesih,"65""",FHD,White,8*1*1,8,DJ36F,David,Despatch,30044,Pick
SPAl12HePi,SPen Aloyarc 12 Hexagonal Pink,SPen,Aloyarc,12,Hexagonal,Pink,48*10*5,2400,AI17D,Emily,Despatch,30017,Pick
AlSu17i5Wh,"All-in-one Susa 17"" i5 White",All-in-one,Susa,"17""",i5,White,16*1*1,16,BP48E,David,Despatch,30079,Pick
KeSu45MeBl,Keyboard Susa 450 Mechanical Black,Keyboard,Susa,450,Mechanical,Black,16*10*1,122,BS57G,Emily,Despatch,30034,Pick
AlOv1432Gr,"All-in-one Ovonel 14"" 32GB RAM Grey",All-in-one,Ovonel,"14""",32GB RAM,Grey,16*1*1,16,AN56H,John,Despatch,30004,Pick
OfSEMHeBl,Office Chair SEWOL M Head pillow Black,Office Chair,SEWOL,M,Head pillow,Black,16*1*1,9,DS04D,Laura,Despatch,30092,Pick
MoRe27ErBl,Mouse Rerar 270 Ergonomic Black,Mouse,Rerar,270,Ergonomic,Black,16*10*1,160,DG74G,Alex,Despatch,30026,Pick
TVEs424KWh,"TV Esnesih 42"" 4K White",TV,Esnesih,"42""",4K,White,8*1*1,8,CL67H,Mike,Despatch,30067,Pick
NoMuA4doWh,Notebook Music A4 dot White,Notebook,Music,A4,dot,White,48*10*5,2106,DM88H,Alex,Despatch,30041,Pick
OfOGMLeBl,Office Chair OGAP M Leather Black,Office Chair,OGAP,M,Leather,Black,16*1*1,3,CM86C,Sarah,Despatch,30063,Pick
PrSoA4InBl,Printer Sonac A4 Inkjet Black,Printer,Sonac,A4,Inkjet,Black,16*1*1,1,CI30C,Mike,Despatch,30061,Pick
LaRe14i7Si,"Laptop Rezar 14"" i7 Silver",Laptop,Rezar,"14""",i7,Silver,16*1*1,16,AQ37E,David,Despatch,30009,Pick
OfOGLAdWh,Office Chair OGAP L Adjustable White,Office Chair,OGAP,L,Adjustable,White,16*1*1,16,DS05E,Sarah,Despatch,30005,Pick
PeNa12HePi,Pencil Nalin 12 Hexagonal Pink,Pencil,Nalin,12,Hexagonal,Pink,48*10*5,2400,DM84C,Laura,Despatch,30009,Pick
PrReA3AlGr,Printer Rehtorb A3 All-in-one Grey,Printer,Rehtorb,A3,All-in-one,Grey,16*1*1,10,AL62A,Laura,Despatch,30099,Pick
TVEs75SFBl,"TV Esnesih 75"" SFHD Black",TV,Esnesih,"75""",SFHD,Black,8*1*1,5,BZ82G,Mike,Despatch,30057,Pick
LaOv17i5Si,"Laptop Ovonel 17"" i5 Silver",Laptop,Ovonel,"17""",i5,Silver,16*1*1,1,CJ85D,John,Despatch,30002,Pick
TaTR18FrBl,Table TRAMK 1800 Frame Black,Table,TRAMK,1800,Frame,Black,8*1*1,8,CU14F,Mike,Despatch,30080,Pick
OfXEMHeBl,Office Chair XENO M Head pillow Black,Office Chair,XENO,M,Head pillow,Black,16*1*1,16,BV65B,Chris,Despatch,30072,Pick
KeHc27WiWh,Keyboard Hcetigol 270 Wireled White,Keyboard,Hcetigol,270,Wireled,White,16*10*1,160,DN55F,Amy,Despatch,30076,Pick
CuQE90SlBe,Cupboard QEKI 900 Sliding Beige,Cupboard,QEKI,900,Sliding,Beige,8*1*1,5,AG45C,Amy,Despatch,30094,Pick
DrTE12DoBe,Drawer TEWOL 1200 Door Beige,Drawer,TEWOL,1200,Door,Beige,8*1*1,8,BI95D,David,Despatch,30012,Pick
GaOGMHeBl,Gaming Chair OGAP M Head pillow Black,Gaming Chair,OGAP,M,Head pillow,Black,16*1*1,16,AV42C,Mike,Despatch,30008,Pick
KePH45WiBl,Keyboard PH 450 Wireled Black,Keyboard,PH,450,Wireled,Black,16*10*1,117,BF16F,Alex,Despatch,30047,Pick
MoSu27WiPi,Mouse Susa 270 Wireled Pink,Mouse,Susa,270,Wireled,Pink,16*10*1,160,DI35A,Jane,Despatch,30065,Pick
PrPHA4LaWh,Printer PH A4 Laser White,Printer,PH,A4,Laser,White,16*1*1,11,CX33E,Alex,Despatch,30032,Pick
TVGL50S4Bl,"TV GL 50"" S4K Black",TV,GL,"50""",S4K,Black,8*1*1,5,BN76E,John,Despatch,30008,Pick
CuRG90LoWh,Cupboard RGAP 900 Locker White,Cupboard,RGAP,900,Locker,White,8*1*1,8,BO87G,Sarah,Despatch,30099,Pick
LaPH1732Si,"Laptop PH 17"" 32GB RAM Silver",Laptop,PH,"17""",32GB RAM,Silver,16*1*1,3,BH71G,Chris,Despatch,30060,Pick
TVEs324KBl,"TV Esnesih 32"" 4K Black",TV,Esnesih,"32""",4K,Black,8*1*1,7,BI79E,David,Despatch,30053,Pick
TaCI15WoSi,Table CITSATNAF 1500 Workstation Silver,Table,CITSATNAF,1500,Workstation,Silver,8*1*1,8,CZ46C,Emily,Despatch,30081,Pick
KePH27ErWh,Keyboard PH 270 Ergonomic White,Keyboard,PH,270,Ergonomic,White,16*10*1,160,DL84B,David,Despatch,30030,Pick
PeRe24WaGr,Pencil Reldeats 24 Watercolour Grey,Pencil,Reldeats,24,Watercolour,Grey,48*10*5,2400,BZ74E,Amy,Despatch,30042,Pick
AlSu158GWh,"All-in-one Susa 15"" 8GB RAM White",All-in-one,Susa,"15""",8GB RAM,White,16*1*1,13,DK67D,Sarah,Despatch,30064,Pick
OfOGLAdBl,Office Chair OGAP L Adjustable Black,Office Chair,OGAP,L,Adjustable,Black,16*1*1,16,AU71C,Laura,Despatch,30056,Pick
LaPH14i7Bl,"Laptop PH 14"" i7 Black",Laptop,PH,"14""",i7,Black,16*1*1,16,BU31A,Amy,Despatch,30034,Pick
TVEs42SFWh,"TV Esnesih 42"" SFHD White",TV,Esnesih,"42""",SFHD,White,8*1*1,6,DV93A,David,Despatch,30076,Pick
OfAEMErPi,Office Chair AEKI M Ergonomic Pink,Office Chair,AEKI,M,Ergonomic,Pink,16*1*1,16,CR57F,Laura,Despatch,30019,Pick
KeHc27WiWh,Keyboard Hcetigol 270 Wireled White,Keyboard,Hcetigol,270,Wireled,White,16*10*1,160,DS66E,Laura,Despatch,30057,Pick
SPGi12SoBl,SPen Gib 12 Soluble Black,SPen,Gib,12,Soluble,Black,48*10*5,2400,AO38F,Emily,Despatch,30082,Pick
TVEs75FHGr,"TV Esnesih 75"" FHD Grey",TV,Esnesih,"75""",FHD,Grey,8*1*1,8,BK91G,Amy,Despatch,30073,Pick
TaTR10FrGr,Table TRAMK 1000 Frame Grey,Table,TRAMK,1000,Frame,Grey,8*1*1,8,CR70F,Alex,Despatch,30036,Pick
GaAELHeWh,Gaming Chair AEKI L Head pillow White,Gaming Chair,AEKI,L,Head pillow,White,16*1*1,16,CV82A,David,Despatch,30052,Pick
TaCI18AuWh,Table CITSATNAF 1800 Auto Adjustable White,Table,CITSATNAF,1800,Auto Adjustable,White,8*1*1,8,CQ36B,Chris,Despatch,30020,Pick
TVGL42SFWh,"TV GL 42"" SFHD White",TV,GL,"42""",SFHD,White,8*1*1,8,CZ36G,Sarah,Despatch,30099,Pick
GaXESAdWh,Gaming Chair XENO S Adjustable White,Gaming Chair,XENO,S,Adjustable,White,16*1*1,9,AF01G,John,Despatch,30022,Pick
LaOv15i7Si,"Laptop Ovonel 15"" i7 Silver",Laptop,Ovonel,"15""",i7,Silver,16*1*1,7,AG82D,Emily,Despatch,30050,Pick
