Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,From,Task
KePH45BlBl,Keyboard PH 450 Bluetooth Black,Keyboard,PH,450,Bluetooth,Black,16*10*1,160,CM68A,David,Receive,Put away
LaOv1716Gr,"Laptop Ovonel 17"" 16GB RAM Grey",Laptop,Ovonel,"17""",16GB RAM,Grey,16*1*1,16,AJ52H,Jane,Receive,Put away
GaAELLeWh,Gaming Chair AEKI L Leather White,Gaming Chair,AEKI,L,Leather,White,16*1*1,16,CH27B,Laura,Receive,Put away
TVGL50S4Si,"TV GL 50"" S4K Silver",TV,GL,"50""",S4K,Silver,8*1*1,8,BI58G,Amy,Receive,Put away
CuWE18FiWh,Cupboard WENO 1800 Filing White,Cupboard,WENO,1800,Filing,White,8*1*1,8,BI11F,David,Receive,Put away
SPGi24WaBl,SPen Gib 24 Watercolour Black,SPen,Gib,24,Watercolour,Black,48*10*5,2400,DT71H,Emily,Receive,Put away
DrQE12DoWh,Drawer QEKI 1200 Door White,Drawer,QEKI,1200,Door,White,8*1*1,8,BJ29A,Sarah,Receive,Put away
AlRe15i5Gr,"All-in-one Rezar 15"" i5 Grey",All-in-one,Rezar,"15""",i5,Grey,16*1*1,16,AU54C,Alex,Receive,Put away
PrReA4LaBl,Printer Rehtorb A4 Laser Black,Printer,Rehtorb,A4,Laser,Black,16*1*1,16,CK66G,Jane,Receive,Put away
LaOv1716Wh,"Laptop Ovonel 17"" 16GB RAM White",Laptop,Ovonel,"17""",16GB RAM,White,16*1*1,16,DS84G,Emily,Receive,Put away
KeRe45BlPi,Keyboard Rerar 450 Bluetooth Pink,Keyboard,Rerar,450,Bluetooth,Pink,16*10*1,160,DV77F,Jane,Receive,Put away
CuTE12DoGr,Cupboard TEWOL 1200 Door Grey,Cupboard,TEWOL,1200,Door,Grey,8*1*1,8,DI09A,Emily,Receive,Put away
GaOGSLeWh,Gaming Chair OGAP S Leather White,Gaming Chair,OGAP,S,Leather,White,16*1*1,16,BU66D,Alex,Receive,Put away
PrPHA3LaGr,Printer PH A3 Laser Grey,Printer,PH,A3,Laser,Grey,16*1*1,16,CY45H,Emily,Receive,Put away
TaAE15AuSi,Table AEKI 1500 Auto Adjustable Silver,Table,AEKI,1500,Auto Adjustable,Silver,8*1*1,8,CZ70F,Jane,Receive,Put away
SPRe50HePi,SPen Reldeats 50 Hexagonal Pink,SPen,Reldeats,50,Hexagonal,Pink,48*10*5,2400,AV94A,Laura,Receive,Put away
KePH27WiPi,Keyboard PH 270 Wireled Pink,Keyboard,PH,270,Wireled,Pink,16*10*1,160,BY84A,Jane,Receive,Put away
AlPH1432Gr,"All-in-one PH 14"" 32GB RAM Grey",All-in-one,PH,"14""",32GB RAM,Grey,16*1*1,16,BG76B,John,Receive,Put away
DrRG18DoBe,Drawer RGAP 1800 Door Beige,Drawer,RGAP,1800,Door,Beige,8*1*1,8,AG17D,Emily,Receive,Put away
TVGL75S4Si,"TV GL 75"" S4K Silver",TV,GL,"75""",S4K,Silver,8*1*1,8,AH97F,John,Receive,Put away
TaTR15FrGr,Table TRAMA 1500 Frame Grey,Table,TRAMA,1500,Frame,Grey,8*1*1,8,DR68G,Chris,Receive,Put away
GaSESErGr,Gaming Chair SEWOL S Ergonomic Grey,Gaming Chair,SEWOL,S,Ergonomic,Grey,16*1*1,16,AX42G,Mike,Receive,Put away
SPNa24WaGr,SPen Nalin 24 Watercolour Grey,SPen,Nalin,24,Watercolour,Grey,48*10*5,2400,AT63B,Alex,Receive,Put away
KePH35MeBl,Keyboard PH 350 Mechanical Black,Keyboard,PH,350,Mechanical,Black,16*10*1,160,CF28A,Laura,Receive,Put away
KeSu35MeWh,Keyboard Susa 350 Mechanical White,Keyboard,Susa,350,Mechanical,White,16*10*1,160,DJ10B,David,Receive,Put away
NoMuA4ruBl,Notebook Music A4 ruled Black,Notebook,Music,A4,ruled,Black,48*10*5,2400,DI02C,Laura,Receive,Put away
LaPH17i7Bl,"Laptop PH 17"" i7 Black",Laptop,PH,"17""",i7,Black,16*1*1,16,BZ84H,Laura,Receive,Put away
TaCI10AdGr,Table CITSATNAF 1000 Adjustable Grey,Table,CITSATNAF,1000,Adjustable,Grey,8*1*1,8,BM72H,David,Receive,Put away
NoScA5doBl,Notebook Scrap A5 dot Black,Notebook,Scrap,A5,dot,Black,48*10*5,2400,BP08B,Alex,Receive,Put away
TVGL424KBl,"TV GL 42"" 4K Black",TV,GL,"42""",4K,Black,8*1*1,8,CX77G,John,Receive,Put away
SPRe24HeGr,SPen Reldeats 24 Hexagonal Grey,SPen,Reldeats,24,Hexagonal,Grey,48*10*5,2400,CL58G,Laura,Receive,Put away
MoPH27ErWh,Mouse PH 270 Ergonomic White,Mouse,PH,270,Ergonomic,White,16*10*1,160,AR76H,Emily,Receive,Put away
AlOv1732Gr,"All-in-one Ovonel 17"" 32GB RAM Grey",All-in-one,Ovonel,"17""",32GB RAM,Grey,16*1*1,16,BS91C,Sarah,Receive,Put away
AlRe1732Si,"All-in-one Rezar 17"" 32GB RAM Silver",All-in-one,Rezar,"17""",32GB RAM,Silver,16*1*1,16,CQ28H,David,Receive,Put away
AlYn15i5Si,"All-in-one Ynos 15"" i5 Silver",All-in-one,Ynos,"15""",i5,Silver,16*1*1,16,BW14F,Chris,Receive,Put away
MoPH45WiBl,Mouse PH 450 Wireled Black,Mouse,PH,450,Wireled,Black,16*10*1,160,AP39G,Jane,Receive,Put away
AlYn17i5Si,"All-in-one Ynos 17"" i5 Silver",All-in-one,Ynos,"17""",i5,Silver,16*1*1,16,AU01H,Sarah,Receive,Put away
TaCI18FrWh,Table CITSATNAF 1800 Frame White,Table,CITSATNAF,1800,Frame,White,8*1*1,8,DZ26G,Emily,Receive,Put away
CaQE18LoBl,Cabinet QEKI 1800 Locker Black,Cabinet,QEKI,1800,Locker,Black,8*1*1,8,CN46E,Laura,Receive,Put away
OfAESLeGr,Office Chair AEKI S Leather Grey,Office Chair,AEKI,S,Leather,Grey,16*1*1,16,DK22E,Chris,Receive,Put away
NoScA3ruGr,Notebook Scrap A3 ruled Grey,Notebook,Scrap,A3,ruled,Grey,48*10*5,2400,CR68C,Alex,Receive,Put away
CaQE12SlWh,Cabinet QEKI 1200 Sliding White,Cabinet,QEKI,1200,Sliding,White,8*1*1,8,CI26F,Alex,Receive,Put away
NoScA5doGr,Notebook Scrap A5 dot Grey,Notebook,Scrap,A5,dot,Grey,48*10*5,2400,DU51A,David,Receive,Put away
CuRG90SlGr,Cupboard RGAP 900 Sliding Grey,Cupboard,RGAP,900,Sliding,Grey,8*1*1,8,AJ84C,Sarah,Receive,Put away
OfAEMLeBl,Office Chair AEKI M Leather Black,Office Chair,AEKI,M,Leather,Black,16*1*1,16,AK62E,Emily,Receive,Put away
TVEs75S4Si,"TV Esnesih 75"" S4K Silver",TV,Esnesih,"75""",S4K,Silver,8*1*1,8,BM07B,Laura,Receive,Put away
CuWE18SlGr,Cupboard WENO 1800 Sliding Grey,Cupboard,WENO,1800,Sliding,Grey,8*1*1,8,CJ06F,Sarah,Receive,Put away
PrReA2AlGr,Printer Rehtorb A2 All-in-one Grey,Printer,Rehtorb,A2,All-in-one,Grey,16*1*1,16,CY44A,Amy,Receive,Put away
AlPH1716Gr,"All-in-one PH 17"" 16GB RAM Grey",All-in-one,PH,"17""",16GB RAM,Grey,16*1*1,16,AG32C,Sarah,Receive,Put away
PrPHA2InMi,Printer PH A2 Inkjet Mix,Printer,PH,A2,Inkjet,Mix,16*1*1,16,DX85C,Emily,Receive,Put away
TVEs754KBl,"TV Esnesih 75"" 4K Black",TV,Esnesih,"75""",4K,Black,8*1*1,8,AV92B,Sarah,Receive,Put away
DrQE12DoGr,Drawer QEKI 1200 Door Grey,Drawer,QEKI,1200,Door,Grey,8*1*1,8,CI85F,Jane,Receive,Put away
DrWE12LoBe,Drawer WENO 1200 Locker Beige,Drawer,WENO,1200,Locker,Beige,8*1*1,8,CL47E,Amy,Receive,Put away
MoHc35MePi,Mouse Hcetigol 350 Mechanical Pink,Mouse,Hcetigol,350,Mechanical,Pink,16*10*1,160,CU01D,John,Receive,Put away
PeRe24WaGr,Pencil Reldeats 24 Watercolour Grey,Pencil,Reldeats,24,Watercolour,Grey,48*10*5,2400,AG56H,Emily,Receive,Put away
MoHc27WiWh,Mouse Hcetigol 270 Wireled White,Mouse,Hcetigol,270,Wireled,White,16*10*1,160,CG62B,Jane,Receive,Put away
NoExA5liBl,Notebook Excercise A5 line Black,Notebook,Excercise,A5,line,Black,48*10*5,2400,AV32A,John,Receive,Put away
LaYn17i5Wh,"Laptop Ynos 17"" i5 White",Laptop,Ynos,"17""",i5,White,16*1*1,16,DU82H,Mike,Receive,Put away
PeRe24HeGr,Pencil Reldeats 24 Hexagonal Grey,Pencil,Reldeats,24,Hexagonal,Grey,48*10*5,2400,CF76G,Amy,Receive,Put away
PeNa50SoWh,Pencil Nalin 50 Soluble White,Pencil,Nalin,50,Soluble,White,48*10*5,2400,DY18E,Mike,Receive,Put away
AlPH17i5Bl,"All-in-one PH 17"" i5 Black",All-in-one,PH,"17""",i5,Black,16*1*1,16,AV20H,Mike,Receive,Put away
DrRG18SlBe,Drawer RGAP 1800 Sliding Beige,Drawer,RGAP,1800,Sliding,Beige,8*1*1,8,CI64D,Chris,Receive,Put away
CaRG90DoBl,Cabinet RGAP 900 Door Black,Cabinet,RGAP,900,Door,Black,8*1*1,8,BP33A,Amy,Receive,Put away
PrPHA2WiGr,Printer PH A2 Wifi Grey,Printer,PH,A2,Wifi,Grey,16*1*1,16,DO57D,John,Receive,Put away
OfSELErGr,Office Chair SEWOL L Ergonomic Grey,Office Chair,SEWOL,L,Ergonomic,Grey,16*1*1,16,AX13H,Laura,Receive,Put away
TVYn42FHBl,"TV Ynos 42"" FHD Black",TV,Ynos,"42""",FHD,Black,8*1*1,8,DH48C,Amy,Receive,Put away
NoMuA3liGr,Notebook Music A3 line Grey,Notebook,Music,A3,line,Grey,48*10*5,2400,DS17C,Alex,Receive,Put away
GaXELHePi,Gaming Chair XENO L Head pillow Pink,Gaming Chair,XENO,L,Head pillow,Pink,16*1*1,16,AF48F,Laura,Receive,Put away
DrWE12DoGr,Drawer WENO 1200 Door Grey,Drawer,WENO,1200,Door,Grey,8*1*1,8,BQ90B,Sarah,Receive,Put away
DrTE12FiBe,Drawer TEWOL 1200 Filing Beige,Drawer,TEWOL,1200,Filing,Beige,8*1*1,8,CN19H,Laura,Receive,Put away
PeNa12SoGr,Pencil Nalin 12 Soluble Grey,Pencil,Nalin,12,Soluble,Grey,48*10*5,2400,DN76G,Chris,Receive,Put away
DrTE90DoWh,Drawer TEWOL 900 Door White,Drawer,TEWOL,900,Door,White,8*1*1,8,CQ67H,John,Receive,Put away
MoSu45MeNa,Mouse Susa 450 Mechanical Navi,Mouse,Susa,450,Mechanical,Navi,16*10*1,160,AK68A,Mike,Receive,Put away
AlRe14i5Bl,"All-in-one Rezar 14"" i5 Black",All-in-one,Rezar,"14""",i5,Black,16*1*1,16,DN78F,John,Receive,Put away
TaTR18FrWh,Table TRAMA 1800 Frame White,Table,TRAMA,1800,Frame,White,8*1*1,8,CT64B,Alex,Receive,Put away
DrRG18FiGr,Drawer RGAP 1800 Filing Grey,Drawer,RGAP,1800,Filing,Grey,8*1*1,8,AI71F,David,Receive,Put away
LaOv1516Bl,"Laptop Ovonel 15"" 16GB RAM Black",Laptop,Ovonel,"15""",16GB RAM,Black,16*1*1,16,BU98B,Mike,Receive,Put away
SPNa12WaPi,SPen Nalin 12 Watercolour Pink,SPen,Nalin,12,Watercolour,Pink,48*10*5,2400,CQ66G,Mike,Receive,Put away
MoRe35ErBl,Mouse Rerar 350 Ergonomic Black,Mouse,Rerar,350,Ergonomic,Black,16*10*1,160,AN83B,John,Receive,Put away
TVGn654KWh,"TV Gnusmag 65"" 4K White",TV,Gnusmag,"65""",4K,White,8*1*1,8,CL51F,Emily,Receive,Put away
MoPH35WiBl,Mouse PH 350 Wireled Black,Mouse,PH,350,Wireled,Black,16*10*1,160,AW94F,Sarah,Receive,Put away
PeGi24HeWh,Pencil Gib 24 Hexagonal White,Pencil,Gib,24,Hexagonal,White,48*10*5,2400,BZ90C,Emily,Receive,Put away
TVEs42S4Bl,"TV Esnesih 42"" S4K Black",TV,Esnesih,"42""",S4K,Black,8*1*1,8,AL76H,Jane,Receive,Put away
TVGn32S4Wh,"TV Gnusmag 32"" S4K White",TV,Gnusmag,"32""",S4K,White,8*1*1,8,AR89C,David,Receive,Put away
MoRe35BlPi,Mouse Rerar 350 Bluetooth Pink,Mouse,Rerar,350,Bluetooth,Pink,16*10*1,160,CQ71A,Chris,Receive,Put away
CaWE18LoWh,Cabinet WENO 1800 Locker White,Cabinet,WENO,1800,Locker,White,8*1*1,8,BY53E,Alex,Receive,Put away
AlSu15i5Wh,"All-in-one Susa 15"" i5 White",All-in-one,Susa,"15""",i5,White,16*1*1,16,DX92C,Emily,Receive,Put away
LaOv15i7Bl,"Laptop Ovonel 15"" i7 Black",Laptop,Ovonel,"15""",i7,Black,16*1*1,16,AJ51C,Emily,Receive,Put away
LaSu1716Gr,"Laptop Susa 17"" 16GB RAM Grey",Laptop,Susa,"17""",16GB RAM,Grey,16*1*1,16,DQ38H,Alex,Receive,Put away
NoMuA4liSi,Notebook Music A4 line Silver,Notebook,Music,A4,line,Silver,48*10*5,2400,BW79C,Laura,Receive,Put away
MoHc35WiWh,Mouse Hcetigol 350 Wireled White,Mouse,Hcetigol,350,Wireled,White,16*10*1,160,BJ72C,Jane,Receive,Put away
AlYn14i7Bl,"All-in-one Ynos 14"" i7 Black",All-in-one,Ynos,"14""",i7,Black,16*1*1,16,BL62F,David,Receive,Put away
LaOv1732Si,"Laptop Ovonel 17"" 32GB RAM Silver",Laptop,Ovonel,"17""",32GB RAM,Silver,16*1*1,16,DY64H,Alex,Receive,Put away
MoPH45WiPi,Mouse PH 450 Wireled Pink,Mouse,PH,450,Wireled,Pink,16*10*1,160,BN74B,Jane,Receive,Put away
LaOv1432Si,"Laptop Ovonel 14"" 32GB RAM Silver",Laptop,Ovonel,"14""",32GB RAM,Silver,16*1*1,16,BJ29E,Emily,Receive,Put away
GaAESLePi,Gaming Chair AEKI S Leather Pink,Gaming Chair,AEKI,S,Leather,Pink,16*1*1,16,AI91G,Laura,Receive,Put away
PrReA4InBl,Printer Rehtorb A4 Inkjet Black,Printer,Rehtorb,A4,Inkjet,Black,16*1*1,16,DP71E,John,Receive,Put away
CuQE90FiBl,Cupboard QEKI 900 Filing Black,Cupboard,QEKI,900,Filing,Black,8*1*1,8,BY80F,Sarah,Receive,Put away
LaSu1516Si,"Laptop Susa 15"" 16GB RAM Silver",Laptop,Susa,"15""",16GB RAM,Silver,16*1*1,16,CI18D,Emily,Receive,Put away
SPGi24HePi,SPen Gib 24 Hexagonal Pink,SPen,Gib,24,Hexagonal,Pink,48*10*5,2400,BW70A,Laura,Receive,Put away
GaOGMAdGr,Gaming Chair OGAP M Adjustable Grey,Gaming Chair,OGAP,M,Adjustable,Grey,16*1*1,16,AT12F,Sarah,Receive,Put away
AlYn14i5Si,"All-in-one Ynos 14"" i5 Silver",All-in-one,Ynos,"14""",i5,Silver,16*1*1,16,AK48G,Sarah,Receive,Put away
LaRe158GBl,"Laptop Rezar 15"" 8GB RAM Black",Laptop,Rezar,"15""",8GB RAM,Black,16*1*1,16,AY01B,Chris,Receive,Put away
OfOGLLeBl,Office Chair OGAP L Leather Black,Office Chair,OGAP,L,Leather,Black,16*1*1,16,AQ27G,John,Receive,Put away
TVEs65FHWh,"TV Esnesih 65"" FHD White",TV,Esnesih,"65""",FHD,White,8*1*1,8,CG70B,John,Receive,Put away
LaYn178GSi,"Laptop Ynos 17"" 8GB RAM Silver",Laptop,Ynos,"17""",8GB RAM,Silver,16*1*1,16,DY79A,Chris,Receive,Put away
MoSu27ErWh,Mouse Susa 270 Ergonomic White,Mouse,Susa,270,Ergonomic,White,16*10*1,160,DS49H,Mike,Receive,Put away
SPRe24HeWh,SPen Reldeats 24 Hexagonal White,SPen,Reldeats,24,Hexagonal,White,48*10*5,2400,BS76F,John,Receive,Put away
OfSEMErBl,Office Chair SEWOL M Ergonomic Black,Office Chair,SEWOL,M,Ergonomic,Black,16*1*1,16,CZ22G,Laura,Receive,Put away
SPGi12WaPi,SPen Gib 12 Watercolour Pink,SPen,Gib,12,Watercolour,Pink,48*10*5,2400,DL03D,Mike,Receive,Put away
DrTE12SlBe,Drawer TEWOL 1200 Sliding Beige,Drawer,TEWOL,1200,Sliding,Beige,8*1*1,8,AX82A,Alex,Receive,Put away
PeRe24SoGr,Pencil Reldeats 24 Soluble Grey,Pencil,Reldeats,24,Soluble,Grey,48*10*5,2400,AW81B,Laura,Receive,Put away
GaAESErGr,Gaming Chair AEKI S Ergonomic Grey,Gaming Chair,AEKI,S,Ergonomic,Grey,16*1*1,16,BN25E,Jane,Receive,Put away
LaPH14i7Si,"Laptop PH 14"" i7 Silver",Laptop,PH,"14""",i7,Silver,16*1*1,16,BP75H,Alex,Receive,Put away
GaAELErPi,Gaming Chair AEKI L Ergonomic Pink,Gaming Chair,AEKI,L,Ergonomic,Pink,16*1*1,16,DT57C,Laura,Receive,Put away
OfXESLeGr,Office Chair XENO S Leather Grey,Office Chair,XENO,S,Leather,Grey,16*1*1,16,CV20B,Chris,Receive,Put away
CaRG90DoGr,Cabinet RGAP 900 Door Grey,Cabinet,RGAP,900,Door,Grey,8*1*1,8,CW14H,Amy,Receive,Put away
CuTE90FiWh,Cupboard TEWOL 900 Filing White,Cupboard,TEWOL,900,Filing,White,8*1*1,8,AH64D,John,Receive,Put away
PrSoA3AlGr,Printer Sonac A3 All-in-one Grey,Printer,Sonac,A3,All-in-one,Grey,16*1*1,16,BL97C,Jane,Receive,Put away
CuRG12FiBe,Cupboard RGAP 1200 Filing Beige,Cupboard,RGAP,1200,Filing,Beige,8*1*1,8,AI09C,Sarah,Receive,Put away
TaCI15AdWh,Table CITSATNAF 1500 Adjustable White,Table,CITSATNAF,1500,Adjustable,White,8*1*1,8,AP01F,Laura,Receive,Put away
CaRG90LoBl,Cabinet RGAP 900 Locker Black,Cabinet,RGAP,900,Locker,Black,8*1*1,8,DZ01A,Sarah,Receive,Put away
AlPH1532Bl,"All-in-one PH 15"" 32GB RAM Black",All-in-one,PH,"15""",32GB RAM,Black,16*1*1,16,CX85B,Jane,Receive,Put away
TaAE10AuBl,Table AEKI 1000 Auto Adjustable Black,Table,AEKI,1000,Auto Adjustable,Black,8*1*1,8,AJ42A,David,Receive,Put away
PrPHA2AlBl,Printer PH A2 All-in-one Black,Printer,PH,A2,All-in-one,Black,16*1*1,16,AZ70C,Chris,Receive,Put away
OfAEMErBl,Office Chair AEKI M Ergonomic Black,Office Chair,AEKI,M,Ergonomic,Black,16*1*1,16,BF95D,Chris,Receive,Put away
TVGL75S4Wh,"TV GL 75"" S4K White",TV,GL,"75""",S4K,White,8*1*1,8,CQ15E,Laura,Receive,Put away
LaPH15i5Si,"Laptop PH 15"" i5 Silver",Laptop,PH,"15""",i5,Silver,16*1*1,16,AR31C,Amy,Receive,Put away
TVEs65SFWh,"TV Esnesih 65"" SFHD White",TV,Esnesih,"65""",SFHD,White,8*1*1,8,AF03D,John,Receive,Put away
PrPHA2MoMi,Printer PH A2 Mono Mix,Printer,PH,A2,Mono,Mix,16*1*1,16,DS04D,Mike,Receive,Put away
PrNoA4InBl,Printer Nospe A4 Inkjet Black,Printer,Nospe,A4,Inkjet,Black,16*1*1,16,CZ37H,Mike,Receive,Put away
CaQE90SlWh,Cabinet QEKI 900 Sliding White,Cabinet,QEKI,900,Sliding,White,8*1*1,8,AG75F,John,Receive,Put away
KeHc45BlBl,Keyboard Hcetigol 450 Bluetooth Black,Keyboard,Hcetigol,450,Bluetooth,Black,16*10*1,160,DW39D,Alex,Receive,Put away
AlPH17i7Wh,"All-in-one PH 17"" i7 White",All-in-one,PH,"17""",i7,White,16*1*1,16,CY83E,Alex,Receive,Put away
TVGL65FHGr,"TV GL 65"" FHD Grey",TV,GL,"65""",FHD,Grey,8*1*1,8,DO84G,Mike,Receive,Put away
SPRe24WaWh,SPen Reldeats 24 Watercolour White,SPen,Reldeats,24,Watercolour,White,48*10*5,2400,AT24D,Mike,Receive,Put away
OfAELLeBl,Office Chair AEKI L Leather Black,Office Chair,AEKI,L,Leather,Black,16*1*1,16,AQ56F,Amy,Receive,Put away
MoRe27BlNa,Mouse Rerar 270 Bluetooth Navi,Mouse,Rerar,270,Bluetooth,Navi,16*10*1,160,DG10B,Emily,Receive,Put away
NoGrA5doGr,Notebook Graph A5 dot Grey,Notebook,Graph,A5,dot,Grey,48*10*5,2400,BG04G,Mike,Receive,Put away
TVGL32S4Si,"TV GL 32"" S4K Silver",TV,GL,"32""",S4K,Silver,8*1*1,8,BP82G,Laura,Receive,Put away
DrQE12FiWh,Drawer QEKI 1200 Filing White,Drawer,QEKI,1200,Filing,White,8*1*1,8,BW68G,Alex,Receive,Put away
CuTE18SlBe,Cupboard TEWOL 1800 Sliding Beige,Cupboard,TEWOL,1800,Sliding,Beige,8*1*1,8,DS23F,Chris,Receive,Put away
DrTE18SlGr,Drawer TEWOL 1800 Sliding Grey,Drawer,TEWOL,1800,Sliding,Grey,8*1*1,8,DV55H,Sarah,Receive,Put away
SPNa50HeWh,SPen Nalin 50 Hexagonal White,SPen,Nalin,50,Hexagonal,White,48*10*5,2400,BT84C,Laura,Receive,Put away
GaSEMAdPi,Gaming Chair SEWOL M Adjustable Pink,Gaming Chair,SEWOL,M,Adjustable,Pink,16*1*1,16,BZ03G,Emily,Receive,Put away
TVGn754KWh,"TV Gnusmag 75"" 4K White",TV,Gnusmag,"75""",4K,White,8*1*1,8,DV44D,Amy,Receive,Put away
DrTE90SlBe,Drawer TEWOL 900 Sliding Beige,Drawer,TEWOL,900,Sliding,Beige,8*1*1,8,AO94A,John,Receive,Put away
TaAE10AuBl,Table AEKI 1000 Auto Adjustable Black,Table,AEKI,1000,Auto Adjustable,Black,8*1*1,8,CF67H,Chris,Receive,Put away
SPRe12WaBl,SPen Reldeats 12 Watercolour Black,SPen,Reldeats,12,Watercolour,Black,48*10*5,2400,CH53F,Chris,Receive,Put away
PeRe24SoGr,Pencil Reldeats 24 Soluble Grey,Pencil,Reldeats,24,Soluble,Grey,48*10*5,2400,BR24A,Chris,Receive,Put away
TVYn32S4Wh,"TV Ynos 32"" S4K White",TV,Ynos,"32""",S4K,White,8*1*1,8,CK95A,John,Receive,Put away
TaTR10WoGr,Table TRAMA 1000 Workstation Grey,Table,TRAMA,1000,Workstation,Grey,8*1*1,8,AK32H,Mike,Receive,Put away
TVEs65SFWh,"TV Esnesih 65"" SFHD White",TV,Esnesih,"65""",SFHD,White,8*1*1,8,DT70A,Jane,Receive,Put away
NoScA3doWh,Notebook Scrap A3 dot White,Notebook,Scrap,A3,dot,White,48*10*5,2400,BJ88F,Amy,Receive,Put away
LaSu1516Bl,"Laptop Susa 15"" 16GB RAM Black",Laptop,Susa,"15""",16GB RAM,Black,16*1*1,16,AQ69G,Jane,Receive,Put away
TaAE10FrGr,Table AEKI 1000 Frame Grey,Table,AEKI,1000,Frame,Grey,8*1*1,8,AN59F,Chris,Receive,Put away
OfOGMLeBl,Office Chair OGAP M Leather Black,Office Chair,OGAP,M,Leather,Black,16*1*1,16,DM33D,Mike,Receive,Put away
GaSESAdPi,Gaming Chair SEWOL S Adjustable Pink,Gaming Chair,SEWOL,S,Adjustable,Pink,16*1*1,16,AT71C,John,Receive,Put away
PrNoA4InMi,Printer Nospe A4 Inkjet Mix,Printer,Nospe,A4,Inkjet,Mix,16*1*1,16,CY68F,John,Receive,Put away
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,BQ82H,Chris,Receive,Put away
GaAELLeGr,Gaming Chair AEKI L Leather Grey,Gaming Chair,AEKI,L,Leather,Grey,16*1*1,16,AK96F,John,Receive,Put away
PeNa12WaPi,Pencil Nalin 12 Watercolour Pink,Pencil,Nalin,12,Watercolour,Pink,48*10*5,2400,BG38F,Amy,Receive,Put away
GaXELLeWh,Gaming Chair XENO L Leather White,Gaming Chair,XENO,L,Leather,White,16*1*1,16,CV14A,Mike,Receive,Put away
CaWE90DoBe,Cabinet WENO 900 Door Beige,Cabinet,WENO,900,Door,Beige,8*1*1,8,DK18H,Alex,Receive,Put away
GaXELAdWh,Gaming Chair XENO L Adjustable White,Gaming Chair,XENO,L,Adjustable,White,16*1*1,16,CJ11E,Laura,Receive,Put away
TaTR18AdWh,Table TRAMK 1800 Adjustable White,Table,TRAMK,1800,Adjustable,White,8*1*1,8,AJ84G,Laura,Receive,Put away
GaOGSLeBl,Gaming Chair OGAP S Leather Black,Gaming Chair,OGAP,S,Leather,Black,16*1*1,16,DL53D,Mike,Receive,Put away
KePH35ErWh,Keyboard PH 350 Ergonomic White,Keyboard,PH,350,Ergonomic,White,16*10*1,160,AR12A,Laura,Receive,Put away
LaRe15i7Gr,"Laptop Rezar 15"" i7 Grey",Laptop,Rezar,"15""",i7,Grey,16*1*1,16,AN74A,Mike,Receive,Put away
OfXEMHeBl,Office Chair XENO M Head pillow Black,Office Chair,XENO,M,Head pillow,Black,16*1*1,16,BJ20A,Laura,Receive,Put away
TaTR18FrWh,Table TRAMA 1800 Frame White,Table,TRAMA,1800,Frame,White,8*1*1,8,AG85E,Emily,Receive,Put away
CaQE12LoBl,Cabinet QEKI 1200 Locker Black,Cabinet,QEKI,1200,Locker,Black,8*1*1,8,DX80A,Laura,Receive,Put away
PrNoA2AlWh,Printer Nospe A2 All-in-one White,Printer,Nospe,A2,All-in-one,White,16*1*1,16,AH32G,Laura,Receive,Put away
PeRe12WaGr,Pencil Reldeats 12 Watercolour Grey,Pencil,Reldeats,12,Watercolour,Grey,48*10*5,2400,BG12H,Alex,Receive,Put away
KeRe27BlBl,Keyboard Rerar 270 Bluetooth Black,Keyboard,Rerar,270,Bluetooth,Black,16*10*1,160,DY87D,Chris,Receive,Put away
KeRe35ErBl,Keyboard Rerar 350 Ergonomic Black,Keyboard,Rerar,350,Ergonomic,Black,16*10*1,160,DW81D,Amy,Receive,Put away
TaTR10AuGr,Table TRAMK 1000 Auto Adjustable Grey,Table,TRAMK,1000,Auto Adjustable,Grey,8*1*1,8,BW80E,John,Receive,Put away
OfSEMHePi,Office Chair SEWOL M Head pillow Pink,Office Chair,SEWOL,M,Head pillow,Pink,16*1*1,16,CM88D,Alex,Receive,Put away
LaYn14i7Si,"Laptop Ynos 14"" i7 Silver",Laptop,Ynos,"14""",i7,Silver,16*1*1,16,DV44E,Alex,Receive,Put away
DrTE12DoWh,Drawer TEWOL 1200 Door White,Drawer,TEWOL,1200,Door,White,8*1*1,8,BZ87E,Alex,Receive,Put away
KeRe35MePi,Keyboard Rerar 350 Mechanical Pink,Keyboard,Rerar,350,Mechanical,Pink,16*10*1,160,DK58H,John,Receive,Put away
PrPHA4AlWh,Printer PH A4 All-in-one White,Printer,PH,A4,All-in-one,White,16*1*1,16,AU04G,Chris,Receive,Put away
AlOv1732Gr,"All-in-one Ovonel 17"" 32GB RAM Grey",All-in-one,Ovonel,"17""",32GB RAM,Grey,16*1*1,16,CX54A,David,Receive,Put away
PrNoA2InWh,Printer Nospe A2 Inkjet White,Printer,Nospe,A2,Inkjet,White,16*1*1,16,DN61F,Jane,Receive,Put away
NoGrA5ruBl,Notebook Graph A5 ruled Black,Notebook,Graph,A5,ruled,Black,48*10*5,2400,BP89C,Laura,Receive,Put away
MoPH27BlNa,Mouse PH 270 Bluetooth Navi,Mouse,PH,270,Bluetooth,Navi,16*10*1,160,DG04G,John,Receive,Put away
